"Table C-1. Cities -- Area and Population",,,,,,,,,,,,,
,,,,,,,,,,,,,
"[Includes states and 1,265 incorporated places of 25,000 or more population as of ",,,,,,,,,,,,,
"April 1, 2000, in all states except Hawaii, which has no incorporated places recognized ",,,,,,,,,,,,,
"by the U.S. Census Bureau. Two census designated places (CDPs) are also included (Honolulu ",,,,,,,,,,,,,
"CDP in Hawaii and Arlington CDP in Virginia). For more information on these areas, see ",,,,,,,,,,,,,
"Appendix C, Geographic Information]",,,,,,,,,,,,,
,,,,,,,,,,,,,
"FIPS state and place code 1","City","County 2","Land area, 2000        (square miles)",,"Population",,,,,,,,
,,,"Total","Rank 3",2005,,"2000 5","1990 6","Rank",,,"Percent change",
,,,,,"Number","Per square mile 4",,,"2005 7","2000 7","1990 8","2000- 2005","1990- 2000"
"2553960","Pittsfield city","Berkshire",40.7,263,"43,860","1,076.8","45,787","48,703",766,683,540,-4.2,-6.0
"2555745","Quincy city","Norfolk",16.8,745,"90,250","5,378.4","88,025","85,005",301,288,257,2.5,3.6
"2556585","Revere city","Suffolk",5.9,"1,159","45,807","7,750.8","47,283","42,733",737,660,624,-3.1,10.6
"2559105","Salem city","Essex",8.1,"1,082","41,756","5,155.1","40,407","38,231",796,781,709,3.3,5.7
"2562535","Somerville city","Middlesex",4.1,"1,216","74,963","18,239.2","77,605","75,842",388,354,294,-3.4,2.3
"2567000","Springfield city","Hampden",32.1,375,"151,732","4,726.9","152,080","156,944",147,133,112,-0.2,-3.1
"2569170","Taunton city","Bristol",46.6,211,"56,251","1,206.8","55,976","49,903",578,532,525,0.5,12.2
"2572600","Waltham city","Middlesex",12.7,890,"59,556","4,689.4","59,226","58,168",532,488,420,0.6,1.8
"2573440","Watertown city","Middlesex",4.1,"1,216","32,303","7,859.6","32,986","(X)","1,027",963,"(X)",-2.1,"(NA)"
"2576030","Westfield city","Hampden",46.6,212,"40,525",870.0,"40,072","38,474",812,788,704,1.1,4.2
"2577850","West Springfield city","Hampden","(X)","(X)","27,989","(NA)","27,900","(X)","1,167","1,128","(X)",0.3,"(NA)"
"2581035","Woburn city","Middlesex",12.7,893,"37,147","2,931.9","37,257","36,085",901,858,749,-0.3,3.2
"2582000","Worcester city","Worcester",37.6,294,"175,898","4,683.1","172,648","169,689",126,122,103,1.9,1.7
"2600000","MICHIGAN",,"56,803.8","(X)","10,120,860",178.2,"9,938,480","9,295,287","(X)","(X)","(X)",1.8,6.9
"2601380","Allen Park city","Wayne",7.0,"1,120","28,083","4,006.1","29,376","31,087","1,164","1,078",887,-4.4,-5.5
"2603000","Ann Arbor city","Washtenaw",27.0,462,"113,271","4,193.7","114,344","110,324",210,197,172,-0.9,3.6
"2605920","Battle Creek city","Calhoun",42.8,245,"53,202","1,242.2","53,364","53,453",618,566,475,-0.3,-0.2
"2606020","Bay City city","Bay",10.4,991,"34,879","3,350.5","36,817","38,670",962,862,702,-5.3,-4.8
"2612060","Burton city","Genesee",23.5,550,"30,916","1,317.3","30,308","27,244","1,072","1,042","1,008",2.0,11.2
"2621000","Dearborn city","Wayne",24.4,526,"94,090","3,862.5","97,775","89,171",279,247,234,-3.8,9.6
"2621020","Dearborn Heights city","Wayne",11.7,930,"56,176","4,793.2","58,264","60,649",579,499,400,-3.6,-3.9
"2622000","Detroit city","Wayne",138.8,44,"886,671","6,389.5","951,270","1,028,067",11,10,7,-6.8,-7.5
"2624120","East Lansing city","Clinton, Ingham",11.3,951,"46,419","4,126.1","46,607","51,090",729,672,509,-0.4,-8.8
"2624290","Eastpointe city","Macomb",5.1,"1,189","33,180","6,505.9","34,077","35,300","1,002",932,763,-2.6,-3.5
"2627440","Farmington Hills city","Oakland",33.3,355,"80,223","2,409.8","82,111","74,614",361,322,300,-2.3,10.0
"2629000","Flint city","Genesee",33.6,350,"118,551","3,525.2","124,943","142,141",199,173,124,-5.1,-12.1
"2631420","Garden City city","Wayne",5.9,"1,162","28,960","4,942.0","30,047","32,018","1,135","1,053",863,-3.6,-6.2
"2634000","Grand Rapids city","Kent",44.6,228,"193,780","4,340.9","197,800","189,093",107,94,85,-2.0,4.6
"2638640","Holland city","Allegan, Ottawa",16.6,754,"34,429","2,077.8","35,048","30,956",975,915,892,-1.8,13.2
"2640680","Inkster city","Wayne",6.3,"1,150","28,870","4,611.8","30,115","30,960","1,139","1,050",891,-4.1,-2.7
"2641420","Jackson city","Jackson",11.1,958,"34,879","3,145.1","36,316","37,416",962,873,727,-4.0,-2.9
"2642160","Kalamazoo city","Kalamazoo",24.7,516,"72,700","2,945.7","77,145","80,336",406,358,272,-5.8,-4.0
"2642820","Kentwood city","Kent",21.0,623,"46,491","2,209.6","45,255","37,779",728,697,719,2.7,19.8
"2646000","Lansing city","Eaton, Ingham",35.1,330,"115,518","3,295.8","119,373","127,330",205,184,143,-3.2,-6.2
"2647800","Lincoln Park city","Wayne",5.9,"1,163","38,237","6,536.2","40,009","41,854",873,792,638,-4.4,-4.4
"2649000","Livonia city","Wayne",35.7,316,"97,977","2,742.9","100,545","100,850",266,240,198,-2.6,-0.3
"2650560","Madison Heights city","Oakland",7.2,"1,116","30,251","4,225.0","31,101","32,345","1,091","1,020",853,-2.7,-3.8
"2653780","Midland city","Bay, Midland",33.2,358,"41,760","1,257.1","41,748","38,972",795,752,690,"(Z)",7.1
"2656020","Mount Pleasant city","Isabella",7.8,"1,090","26,253","3,365.8","25,947","23,187","1,227","1,224","1,127",1.2,11.9
"2656320","Muskegon city","Muskegon",14.4,829,"39,919","2,781.8","40,105","40,270",829,786,668,-0.5,-0.4
"2659440","Novi city","Oakland",30.5,403,"53,115","1,743.2","47,386","32,995",619,657,836,12.1,43.6
"2659920","Oak Park city","Oakland",5.0,"1,192","31,194","6,213.9","32,399","30,573","1,064",980,908,-3.7,6.0
"2665440","Pontiac city","Oakland",20.0,651,"67,331","3,368.2","67,561","71,136",450,416,325,-0.3,-5.0
"2665560","Portage city","Kalamazoo",32.2,374,"45,277","1,406.1","44,897","41,042",746,702,652,0.8,9.4
"2665820","Port Huron city","St. Clair",8.1,"1,083","31,501","3,898.6","32,338","33,685","1,051",982,813,-2.6,-4.0
"2669035","Rochester Hills city","Oakland",32.9,367,"69,995","2,130.7","68,853","61,855",425,405,389,1.7,11.3
"2669800","Roseville city","Macomb",9.8,"1,020","47,708","4,863.2","48,129","51,275",699,643,505,-0.9,-6.1
"2670040","Royal Oak city","Oakland",11.8,926,"58,299","4,932.2","60,062","64,710",548,478,365,-2.9,-7.2
"2670520","Saginaw city","Saginaw",17.4,727,"58,361","3,346.4","61,792","69,562",547,462,333,-5.6,-11.2
"2670760","St. Clair Shores city","Macomb",11.5,940,"61,561","5,339.2","63,096","68,297",505,450,340,-2.4,-7.6
"2674900","Southfield city","Oakland",26.2,487,"76,818","2,928.6","78,296","75,700",379,348,295,-1.9,3.4
"2674960","Southgate city","Wayne",6.9,"1,126","29,572","4,310.8","30,151","30,773","1,117","1,048",898,-1.9,-2.0
"2676460","Sterling Heights city","Macomb",36.6,306,"128,034","3,494.4","124,471","117,810",184,176,154,2.9,5.7
"2679000","Taylor city","Wayne",23.6,548,"64,962","2,751.5","65,868","70,811",468,428,328,-1.4,-7.0
"2680700","Troy city","Oakland",33.5,351,"81,168","2,420.0","80,957","72,884",356,330,309,0.3,11.1
"2684000","Warren city","Macomb",34.3,338,"135,311","3,946.1","138,247","145,101",172,156,120,-2.1,-4.7
"2686000","Westland city","Wayne",20.5,641,"85,623","4,186.9","86,602","84,493",329,294,259,-1.1,2.5
"2688900","Wyandotte city","Wayne",5.3,"1,179","26,940","5,073.4","27,990","30,913","1,202","1,121",896,-3.8,-9.5
"2688940","Wyoming city","Kent",24.4,523,"70,122","2,871.5","69,374","63,986",424,402,374,1.1,8.4
"2700000","MINNESOTA",,"79,610.1","(X)","5,132,799",64.5,"4,919,492","4,375,665","(X)","(X)","(X)",4.3,12.4
"2701486","Andover city","Anoka",34.1,341,"29,745",872.0,"26,588","15,197","1,111","1,186","1,210",11.9,75.0
"2701900","Apple Valley city","Dakota",17.3,730,"49,856","2,875.2","45,527","34,651",669,689,781,9.5,31.4
"2706382","Blaine city","Anoka, Ramsey",33.9,346,"54,084","1,597.8","45,014","38,859",605,700,694,20.1,15.8
"2706616","Bloomington city","Hennepin",35.5,321,"81,164","2,287.6","85,172","86,306",357,304,248,-4.7,-1.3
"2707948","Brooklyn Center city","Hennepin",7.9,"1,086","27,551","3,469.9","29,153","28,877","1,180","1,082",951,-5.5,1.0
"2707966","Brooklyn Park city","Hennepin",26.1,491,"68,550","2,630.5","67,388","56,367",439,417,436,1.7,19.6
"2708794","Burnsville city","Dakota",24.9,513,"59,159","2,378.7","60,220","51,284",540,476,504,-1.8,17.4
"2713114","Coon Rapids city","Anoka",22.7,571,"62,417","2,753.3","61,607","52,977",493,463,483,1.3,16.3
"2713456","Cottage Grove city","Washington",34.0,344,"32,553",958.0,"30,582","22,951","1,015","1,035","1,135",6.4,33.2
"2717000","Duluth city","St. Louis",68.0,127,"84,896","1,248.3","86,319","85,478",330,295,255,-1.6,1.0
"2717288","Eagan city","Dakota",32.3,372,"63,665","1,971.1","63,557","47,368",478,443,557,0.2,34.2
"2718116","Eden Prairie city","Hennepin",32.4,371,"60,649","1,872.5","54,901","39,308",517,549,681,10.5,39.7
"2718188","Edina city","Hennepin",15.8,786,"45,567","2,893.1","47,425","46,041",742,655,570,-3.9,3.0
"2722814","Fridley city","Anoka",10.2,"1,001","26,515","2,609.7","27,449","28,355","1,218","1,150",968,-3.4,-3.2
"2731076","Inver Grove Heights city","Dakota",28.6,427,"33,182","1,158.6","29,745","22,448","1,001","1,066","1,143",11.6,32.5
"2735180","Lakeville city","Dakota",36.2,310,"51,484","1,423.4","43,128","24,839",646,730,"1,084",19.4,73.6
"2739878","Mankato city","Blue Earth, Le Sueur, Nicollet",15.2,798,"34,976","2,299.5","32,534","31,729",960,978,869,7.5,2.5
"2740166","Maple Grove city","Hennepin",32.9,366,"59,756","1,817.9","50,365","38,800",527,612,698,18.6,29.8
"2740382","Maplewood city","Ramsey",17.3,731,"35,085","2,025.7","35,258","30,580",957,908,906,-0.5,15.3
"2743000","Minneapolis city","Hennepin",54.9,174,"372,811","6,792.0","382,747","368,397",48,46,44,-2.6,3.9
"2743252","Minnetonka city","Hennepin",27.1,457,"50,045","1,844.0","51,102","48,383",665,602,543,-2.1,5.6
"2743864","Moorhead city","Clay",13.4,867,"34,081","2,535.8","32,234","32,472",983,983,852,5.7,-0.7
"2747680","Oakdale city","Washington",11.1,959,"27,389","2,474.2","26,657","18,501","1,183","1,184","1,192",2.7,44.1
"2751730","Plymouth city","Hennepin",32.9,363,"69,701","2,117.9","65,894","50,898",430,427,515,5.8,29.5
"2754214","Richfield city","Hennepin",6.9,"1,124","33,497","4,854.6","34,310","35,702",993,926,758,-2.4,-3.9
"2754880","Rochester city","Olmsted",39.6,276,"94,950","2,397.1","87,243","72,269",276,291,315,8.8,20.7
"2755852","Roseville city","Ramsey",13.2,875,"32,079","2,422.9","33,690","33,485","1,040",949,819,-4.8,0.6
"2756896","St. Cloud city","Benton, Sherburne, Stearns",30.2,408,"65,792","2,181.4","59,686","55,977",463,484,439,10.2,6.6
"2757220","St. Louis Park city","Hennepin",10.7,976,"43,296","4,046.4","44,102","43,839",774,712,605,-1.8,0.6
"2758000","St. Paul city","Ramsey",52.8,185,"275,150","5,214.1","286,788","272,065",67,60,57,-4.1,5.4
"2759998","Shoreview city","Ramsey",11.2,954,"26,855","2,399.9","25,924","24,642","1,204","1,227","1,091",3.6,5.2
"2771032","Winona city","Winona",18.2,703,"26,587","1,458.4","27,069","26,617","1,213","1,171","1,033",-1.8,1.7
"2771428","Woodbury city","Washington",35.0,332,"52,479","1,499.4","46,463","20,075",629,676,"1,172",12.9,131.4
"2800000","MISSISSIPPI",,"46,907.0","(X)","2,921,088",62.3,"2,844,656","2,575,475","(X)","(X)","(X)",2.7,10.5
"2806220","Biloxi city","Harrison",38.0,288,"50,209","1,320.2","50,848","49,787",662,606,528,-1.3,2.1
"2814420","Clinton city","Hinds",23.8,539,"26,017","1,091.3","25,032","21,471","1,236","1,266","1,158",3.9,16.6
"2815380","Columbus city","Lowndes",21.4,603,"24,425","1,140.3","25,969","27,693","1,264","1,223",993,-5.9,-6.2
"2829180","Greenville city","Washington",26.9,466,"38,724","1,440.6","41,633","45,463",855,754,578,-7.0,-8.4
"2829700","Gulfport city","Harrison",56.9,159,"72,464","1,273.3","71,127","64,726",408,389,364,1.9,9.9
"2831020","Hattiesburg city","Forrest, Lamar",49.3,201,"47,176",957.7,"44,837","45,681",716,703,575,5.2,-1.8
"2836000","Jackson city","Hinds, Madison, Rankin",104.9,69,"177,977","1,696.6","184,256","196,817",123,110,79,-3.4,-6.4
"2846640","Meridian city","Lauderdale",45.1,223,"38,605",855.6,"39,968","41,987",863,793,636,-3.4,-4.8
"2855360","Pascagoula city","Jackson",15.2,799,"25,173","1,658.3","26,200","26,008","1,253","1,212","1,052",-3.9,0.7
"2869280","Southaven city","DeSoto",33.8,348,"38,840","1,149.8","28,949","21,166",852,"1,088","1,160",34.2,36.8
"2874840","Tupelo city","Lee",51.1,191,"35,673",698.0,"34,211","30,983",947,928,890,4.3,10.4
"2876720","Vicksburg city","Warren",32.9,365,"25,752",783.2,"26,410","26,737","1,240","1,196","1,027",-2.5,-1.2
"2900000","MISSOURI",,"68,885.9","(X)","5,800,310",84.2,"5,596,683","5,116,901","(X)","(X)","(X)",3.6,9.4
"2903160","Ballwin city","St. Louis",9.0,"1,047","30,481","3,405.7","31,283","28,753","1,086","1,015",958,-2.6,8.8
"2906652","Blue Springs city","Jackson",18.2,707,"53,099","2,919.1","48,167","40,525",620,642,662,10.2,18.9
"2911242","Cape Girardeau city","Cape Girardeau, Scott",24.3,527,"36,204","1,491.7","35,370","34,892",927,904,775,2.4,1.4
"2913600","Chesterfield city","St. Louis",31.5,384,"47,020","1,492.2","46,828","42,341",724,668,628,0.4,10.6
"2915670","Columbia city","Boone",53.1,184,"91,814","1,730.1","85,101","70,164",289,305,330,7.9,21.3
"2924778","Florissant city","St. Louis",11.4,944,"51,812","4,556.9","54,009","53,871",642,560,467,-4.1,0.3
"2927190","Gladstone city","Clay",8.0,"1,085","27,306","3,413.3","26,371","26,296","1,189","1,200","1,044",3.5,0.3
"2931276","Hazelwood city","St. Louis",15.9,782,"25,535","1,608.0","26,206","26,836","1,245","1,210","1,022",-2.6,-2.3
"2935000","Independence city","Clay, Jackson",78.3,101,"110,208","1,407.0","113,288","112,373",217,199,165,-2.7,0.8
"2937000","Jefferson City city","Callaway, Cole",27.3,454,"39,062","1,433.5","40,071","35,861",849,789,753,-2.5,11.7
"2937592","Joplin city","Jasper, Newton",31.4,386,"47,183","1,501.7","45,497","41,569",715,690,645,3.7,9.4
"2938000","Kansas City city","Cass, Clay, Jackson, Platte",313.5,16,"444,965","1,419.2","441,564","434,953",40,37,31,0.8,1.5
"2939044","Kirkwood city","St. Louis",9.2,"1,037","27,038","2,929.4","27,324","28,211","1,201","1,159",974,-1.0,-3.1
"2941348","Lee's Summit city","Cass, Jackson",59.5,149,"80,338","1,350.0","70,702","46,423",360,393,563,13.6,52.3
"2942032","Liberty city","Clay",27.0,463,"29,042","1,077.6","26,232","20,546","1,131","1,208","1,163",10.7,27.7
"2946586","Maryland Heights city","St. Louis",21.4,604,"26,544","1,241.0","27,203","25,536","1,215","1,163","1,064",-2.4,6.5
"2954074","O'Fallon city","St. Charles",22.5,575,"69,694","3,101.6","48,816","19,104",431,636,"1,184",42.8,155.5
"2960788","Raytown city","Jackson",9.9,"1,015","28,923","2,918.6","30,388","30,680","1,137","1,041",903,-4.8,-1.0
"2964082","St. Charles city","St. Charles",20.4,643,"62,304","3,060.1","60,595","52,330",495,470,491,2.8,15.8
"2964550","St. Joseph city","Buchanan",43.8,236,"72,661","1,657.4","73,990","71,969",407,372,317,-1.8,2.8
"2965000","St. Louis city","St. Louis IC",61.9,142,"344,362","5,561.4","348,189","396,685",52,51,35,-1.1,-12.2
"2965126","St. Peters city","St. Charles",21.2,615,"54,209","2,559.4","51,438","41,606",604,598,642,5.4,23.6
"2970000","Springfield city","Christian, Greene",73.2,116,"150,298","2,054.4","152,034","141,486",149,134,128,-1.1,7.5
"2975220","University City city","St. Louis",5.9,"1,160","37,170","6,321.4","37,644","39,889",900,851,672,-1.3,-5.6
"2979820","Wildwood city","St. Louis",66.0,131,"34,831",527.5,"32,890","(X)",965,968,"(X)",5.9,"(NA)"
"3000000","MONTANA",,"145,552.4","(X)","935,670",6.4,"902,195","799,065","(X)","(X)","(X)",3.7,12.9
"3006550","Billings city","Yellowstone",33.7,349,"98,721","2,928.5","91,683","81,530",262,272,268,7.7,12.5
"3008950","Bozeman city","Gallatin",12.6,897,"33,535","2,661.5","27,686","22,733",989,"1,140","1,140",21.1,21.8
"3011397","Butte-Silver Bow (balance)","Silver Bow",716.1,4,"32,282",45.1,"33,892","33,249","1,029",937,827,-4.8,1.9
"3032800","Great Falls city","Cascade",19.5,664,"56,338","2,890.6","56,701","55,269",577,517,450,-0.6,2.6
"3035600","Helena city","Lewis and Clark",14.0,840,"27,383","1,954.5","25,883","24,572","1,185","1,233","1,094",5.8,5.3
"3050200","Missoula city","Missoula",23.8,541,"62,923","2,643.8","57,275","49,594",484,510,530,9.9,15.5
"3100000","NEBRASKA",,"76,872.4","(X)","1,758,787",22.9,"1,711,265","1,578,417","(X)","(X)","(X)",2.8,8.4
"3103950","Bellevue city","Sarpy",13.3,874,"47,334","3,569.7","44,382","44,173",712,709,600,6.7,0.5
"3117670","Fremont city","Dodge",7.4,"1,103","25,314","3,411.6","25,212","23,803","1,250","1,260","1,115",0.4,5.9
"3119595","Grand Island city","Hall",21.5,601,"44,546","2,074.8","43,095","38,932",758,732,692,3.4,10.7
"3125055","Kearney city","Buffalo",11.0,962,"28,958","2,637.3","27,435","24,780","1,136","1,152","1,087",5.6,10.7
"3128000","Lincoln city","Lancaster",74.6,112,"239,213","3,204.9","226,310","192,949",74,76,81,5.7,17.3
"3137000","Omaha city","Douglas",115.7,57,"414,521","3,582.7","391,405","373,081",43,45,40,5.9,4.9
"3200000","NEVADA",,"109,826.0","(X)","2,414,807",22.0,"1,998,257","1,201,675","(X)","(X)","(X)",20.8,66.3
"3209700","Carson City","Carson City IC",143.4,42,"56,062",391.1,"52,457","40,443",581,584,665,6.9,29.7
"3231900","Henderson city","Clark",79.7,96,"232,146","2,913.1","175,405","64,978",76,117,363,32.3,169.9
"3240000","Las Vegas city","Clark",113.3,60,"545,147","4,811.1","480,044","259,212",29,33,62,13.6,85.2
"3251800","North Las Vegas city","Clark",78.5,99,"176,635","2,249.8","115,488","48,018",125,195,547,52.9,140.5
"3260600","Reno city","Washoe",69.1,123,"203,550","2,945.3","180,900","138,978",95,113,130,12.5,30.2
"3268400","Sparks city","Washoe",23.9,536,"82,051","3,430.2","66,294","53,797",347,424,468,23.8,23.2
"3300000","NEW HAMPSHIRE",,"8,968.1","(X)","1,309,940",146.1,"1,235,786","1,109,252","(X)","(X)","(X)",6.0,11.4
"3314200","Concord city","Merrimack",64.3,134,"42,336",658.5,"40,687","36,526",784,774,739,4.1,11.4
"3318820","Dover city","Strafford",26.7,472,"28,486","1,066.1","26,884","25,326","1,153","1,177","1,070",6.0,6.2
"3345140","Manchester city","Hillsborough",33.0,361,"109,691","3,323.0","107,006","99,123",220,216,204,2.5,8.0
"3350260","Nashua city","Hillsborough",30.9,396,"87,321","2,826.8","86,605","79,765",314,293,274,0.8,8.6
"3365140","Rochester city","Strafford",45.2,222,"30,004",664.5,"28,462","26,752","1,100","1,106","1,023",5.4,6.4
"3400000","NEW JERSEY",,"7,417.3","(X)","8,717,925","1,175.3","8,414,347","7,747,750","(X)","(X)","(X)",3.6,8.6
"3402080","Atlantic City city","Atlantic",11.4,945,"40,368","3,556.7","40,517","37,962",817,776,714,-0.4,6.7
"3403580","Bayonne city","Hudson",5.6,"1,170","59,987","10,654.9","61,842","61,464",524,460,393,-3.0,0.6
"3405170","Bergenfield borough","Bergen",2.9,"1,238","26,056","8,984.8","26,247","24,461","1,234","1,206","1,096",-0.7,7.3
"3410000","Camden city","Camden",8.8,"1,056","80,010","9,071.4","79,904","87,471",362,340,240,0.1,-8.7
"3413690","Clifton city","Passaic",11.3,949,"79,922","7,072.7","79,062","72,271",364,345,314,1.1,9.4
"3419390","East Orange city","Essex",3.9,"1,221","68,190","17,351.1","69,824","73,603",443,398,304,-2.3,-5.1
"3421000","Elizabeth city","Union",12.2,914,"125,809","10,295.3","120,568","110,105",186,183,173,4.3,9.5
"3421480","Englewood city","Bergen",4.9,"1,195","26,207","5,326.6","26,203","24,820","1,228","1,211","1,085","(Z)",5.6
"3422470","Fair Lawn borough","Bergen",5.2,"1,184","31,408","6,075.0","31,637","30,496","1,055","1,001",912,-0.7,3.7
"3424420","Fort Lee borough","Bergen",2.5,"1,243","37,175","14,693.7","35,404","31,997",899,903,864,5.0,10.6
"3425770","Garfield city","Bergen",2.1,"1,249","29,772","13,977.5","29,786","26,727","1,109","1,065","1,028","(Z)",11.4
"3428680","Hackensack city","Bergen",4.1,"1,215","43,735","10,615.3","42,677","36,923",768,739,734,2.5,15.6
"3432250","Hoboken city","Hudson",1.3,"1,254","39,900","31,171.9","38,577","33,392",830,827,822,3.4,15.5
"3436000","Jersey City city","Hudson",14.9,810,"239,614","16,059.9","240,055","228,564",72,72,66,-0.2,5.0
"3436510","Kearny town","Hudson",9.1,"1,039","38,771","4,241.9","40,513","34,882",854,777,776,-4.3,16.1
"3440350","Linden city","Union",10.8,972,"40,014","3,701.6","39,394","36,742",825,806,737,1.6,7.2
"3441310","Long Branch city","Monmouth",5.2,"1,181","32,091","6,147.7","31,340","28,760","1,038","1,014",956,2.4,9.0
"3446680","Millville city","Cumberland",42.4,248,"27,886",658.5,"26,847","26,169","1,171","1,179","1,050",3.9,2.6
"3451000","Newark city","Essex",23.8,541,"280,666","11,792.7","272,528","275,225",65,64,56,3.0,-1.0
"3451210","New Brunswick city","Middlesex",5.2,"1,180","50,156","9,590.1","48,238","41,498",663,641,647,4.0,16.2
"3455950","Paramus borough","Bergen",10.5,987,"26,545","2,535.3","25,737","24,934","1,214","1,237","1,080",3.1,3.2
"3456550","Passaic city","Passaic",3.1,"1,235","68,338","21,973.6","67,861","58,195",442,413,419,0.7,16.6
"3457000","Paterson city","Passaic",8.4,"1,066","149,843","17,753.9","149,222","140,737",150,138,129,0.4,6.0
"3458200","Perth Amboy city","Middlesex",4.8,"1,198","48,797","10,208.6","47,303","41,900",685,659,637,3.2,12.9
"3459190","Plainfield city","Union",6.0,"1,156","47,642","7,887.7","47,829","46,578",702,650,562,-0.4,2.7
"3461530","Rahway city","Union",4.0,"1,220","27,563","6,908.0","26,500","25,312","1,178","1,191","1,071",4.0,4.7
"3465790","Sayreville borough","Middlesex",15.9,779,"43,017","2,705.5","40,377","36,572",778,782,738,6.5,10.4
"3474000","Trenton city","Mercer",7.7,"1,094","84,639","11,049.5","85,397","88,578",332,302,237,-0.9,-3.6
"3474630","Union City city","Hudson",1.3,"1,255","65,128","51,281.9","67,088","57,968",467,419,421,-2.9,15.7
"3476070","Vineland city","Cumberland",68.7,124,"58,164",846.8,"55,825","54,739",549,534,458,4.2,2.0
"3479040","Westfield town","Union",6.7,"1,130","29,918","4,445.5","29,644","28,878","1,103","1,070",950,0.9,2.7
"3479610","West New York town","Hudson",1.0,"1,257","46,667","45,752.0","45,768","38,712",726,684,701,2.0,18.2
"3500000","NEW MEXICO",,"121,355.5","(X)","1,928,384",15.9,"1,819,046","1,515,069","(X)","(X)","(X)",6.0,20.1
"3501780","Alamogordo city","Otero",19.4,669,"36,245","1,873.1","35,597","27,758",926,897,991,1.8,28.2
"3502000","Albuquerque city","Bernalillo",180.6,32,"494,236","2,736.0","448,354","387,035",33,36,38,10.2,15.8
"3512150","Carlsbad city","Eddy",28.4,436,"25,300",891.8,"25,642","25,266","1,251","1,241","1,072",-1.3,1.5
"3516420","Clovis city","Curry",22.4,578,"33,357","1,489.8","32,667","31,215",997,974,882,2.1,4.7
"3525800","Farmington city","San Juan",26.6,477,"43,161","1,624.4","38,345","34,333",776,831,788,12.6,11.7
"3532520","Hobbs city","Lea",18.9,690,"29,006","1,532.3","28,659","29,150","1,133","1,095",943,1.2,-1.7
"3539380","Las Cruces city","Dona Ana",52.1,186,"82,671","1,587.1","73,512","62,531",345,373,383,12.5,17.6
"3563460","Rio Rancho city","Bernalillo, Sandoval",73.4,114,"66,599",907.1,"51,765","32,542",458,591,850,28.7,59.1
"3564930","Roswell city","Chaves",28.9,424,"45,199","1,561.8","45,297","44,370",748,696,595,-0.2,2.1
"3570500","Santa Fe city","Santa Fe",37.3,300,"70,631","1,892.1","62,543","57,267",418,455,430,12.9,9.2
"3600000","NEW YORK",,"47,213.8","(X)","19,254,630",407.8,"18,976,821","17,990,778","(X)","(X)","(X)",1.5,5.5
"3601000","Albany city","Albany",21.4,605,"93,523","4,374.3","94,301","100,022",282,261,201,-0.8,-5.7
"3603078","Auburn city","Cayuga",8.4,"1,069","27,941","3,330.3","28,574","31,484","1,169","1,102",876,-2.2,-9.2
"3606607","Binghamton city","Broome",10.4,990,"45,492","4,357.5","47,380","53,784",744,658,469,-4.0,-11.9
"3611000","Buffalo city","Erie",40.6,266,"279,745","6,888.6","292,648","328,233",66,59,50,-4.4,-10.8
"3624229","Elmira city","Chemung",7.3,"1,110","29,928","4,088.5","30,940","33,786","1,102","1,026",807,-3.3,-8.4
"3627485","Freeport village","Nassau",4.6,"1,204","43,519","9,481.3","43,783","39,814",769,720,677,-0.6,10.0
"3629113","Glen Cove city","Nassau",6.7,"1,133","26,633","4,005.0","26,622","24,195","1,211","1,185","1,108","(Z)",10.0
"3633139","Hempstead village","Nassau",3.7,"1,228","52,829","14,355.7","53,127","45,900",625,571,574,-0.6,15.7
"3638077","Ithaca city","Tompkins",5.5,"1,175","29,766","5,451.6","28,775","29,550","1,110","1,094",932,3.4,-2.6
"3638264","Jamestown city","Chautauqua",9.0,"1,044","30,381","3,383.2","31,984","35,058","1,088",991,769,-5.0,-8.8
"3642554","Lindenhurst village","Suffolk",3.8,"1,227","28,248","7,532.8","27,820","26,851","1,158","1,134","1,019",1.5,3.6
"3643335","Long Beach city","Nassau",2.1,"1,248","35,336","16,512.1","35,462","33,518",950,900,816,-0.4,5.8
"3647042","Middletown city","Orange",5.1,"1,186","26,067","5,071.4","25,325","24,343","1,233","1,254","1,099",2.9,4.0
"3649121","Mount Vernon city","Westchester",4.4,"1,208","67,924","15,578.9","68,381","67,034",445,409,348,-0.7,2.0
"3650034","Newburgh city","Orange",3.8,"1,225","28,548","7,473.3","28,259","26,383","1,152","1,114","1,040",1.0,7.1
"3650617","New Rochelle city","Westchester",10.4,995,"72,967","7,050.0","72,182","67,323",402,382,347,1.1,7.2
"3651000","New York city","Bronx, Kings, New York, Queens, Richmond",303.3,17,"8,143,197","26,847.8","8,008,654","7,322,564",1,1,1,1.7,9.4
"3651055","Niagara Falls city","Niagara",14.1,837,"52,866","3,762.7","55,593","62,463",624,539,385,-4.9,-11.0
"3653682","North Tonawanda city","Niagara",10.1,"1,006","32,072","3,175.4","33,262","34,987","1,041",956,772,-3.6,-4.9
"3659223","Port Chester village","Westchester",2.4,"1,246","27,886","11,816.1","27,867","25,002","1,171","1,129","1,079",0.1,11.5
"3659641","Poughkeepsie city","Dutchess",5.1,"1,186","30,355","5,905.6","29,893","28,875","1,090","1,061",952,1.5,3.5
"3663000","Rochester city","Monroe",35.8,313,"211,091","5,891.5","219,774","230,463",88,80,65,-4.0,-4.6
