"year","month","abbr","length","start"
2006,7,"PELAYDUR","3","283"
2006,8,"PELAYDUR","3","283"
2006,9,"PELAYDUR","3","283"
2006,10,"PELAYDUR","3","283"
2006,11,"PELAYDUR","3","283"
2006,12,"PELAYDUR","3","283"
2005,8,"PELAYFTO","2","286"
2005,9,"PELAYFTO","2","286"
2005,10,"PELAYFTO","2","286"
2005,11,"PELAYFTO","2","286"
2005,12,"PELAYFTO","2","286"
2006,1,"PELAYFTO","2","286"
2006,2,"PELAYFTO","2","286"
2006,3,"PELAYFTO","2","286"
2006,4,"PELAYFTO","2","286"
2006,5,"PELAYFTO","2","286"
2006,6,"PELAYFTO","2","286"
2006,7,"PELAYFTO","2","286"
2006,8,"PELAYFTO","2","286"
2006,9,"PELAYFTO","2","286"
2006,10,"PELAYFTO","2","286"
2006,11,"PELAYFTO","2","286"
2006,12,"PELAYFTO","2","286"
2005,8,"PULAYCK1","2","288"
2005,9,"PULAYCK1","2","288"
2005,10,"PULAYCK1","2","288"
2005,11,"PULAYCK1","2","288"
2005,12,"PULAYCK1","2","288"
2006,1,"PULAYCK1","2","288"
2006,2,"PULAYCK1","2","288"
2006,3,"PULAYCK1","2","288"
2006,4,"PULAYCK1","2","288"
2006,5,"PULAYCK1","2","288"
2006,6,"PULAYCK1","2","288"
2006,7,"PULAYCK1","2","288"
2006,8,"PULAYCK1","2","288"
2006,9,"PULAYCK1","2","288"
2006,10,"PULAYCK1","2","288"
2006,11,"PULAYCK1","2","288"
2006,12,"PULAYCK1","2","288"
2005,8,"PULAYCK2","2","290"
2005,9,"PULAYCK2","2","290"
2005,10,"PULAYCK2","2","290"
2005,11,"PULAYCK2","2","290"
2005,12,"PULAYCK2","2","290"
2006,1,"PULAYCK2","2","290"
2006,2,"PULAYCK2","2","290"
2006,3,"PULAYCK2","2","290"
2006,4,"PULAYCK2","2","290"
2006,5,"PULAYCK2","2","290"
2006,6,"PULAYCK2","2","290"
2006,7,"PULAYCK2","2","290"
2006,8,"PULAYCK2","2","290"
2006,9,"PULAYCK2","2","290"
2006,10,"PULAYCK2","2","290"
2006,11,"PULAYCK2","2","290"
2006,12,"PULAYCK2","2","290"
2005,8,"PULAYCK3","2","292"
2005,9,"PULAYCK3","2","292"
2005,10,"PULAYCK3","2","292"
2005,11,"PULAYCK3","2","292"
2005,12,"PULAYCK3","2","292"
2006,1,"PULAYCK3","2","292"
2006,2,"PULAYCK3","2","292"
2006,3,"PULAYCK3","2","292"
2006,4,"PULAYCK3","2","292"
2006,5,"PULAYCK3","2","292"
2006,6,"PULAYCK3","2","292"
2006,7,"PULAYCK3","2","292"
2006,8,"PULAYCK3","2","292"
2006,9,"PULAYCK3","2","292"
2006,10,"PULAYCK3","2","292"
2006,11,"PULAYCK3","2","292"
2006,12,"PULAYCK3","2","292"
2005,8,"PULK","2","294"
2005,9,"PULK","2","294"
2005,10,"PULK","2","294"
2005,11,"PULK","2","294"
2005,12,"PULK","2","294"
2006,1,"PULK","2","294"
2006,2,"PULK","2","294"
2006,3,"PULK","2","294"
2006,4,"PULK","2","294"
2006,5,"PULK","2","294"
2006,6,"PULK","2","294"
2006,7,"PULK","2","294"
2006,8,"PULK","2","294"
2006,9,"PULK","2","294"
2006,10,"PULK","2","294"
2006,11,"PULK","2","294"
2006,12,"PULK","2","294"
2005,8,"PELKM1","2","296"
2005,9,"PELKM1","2","296"
2005,10,"PELKM1","2","296"
2005,11,"PELKM1","2","296"
2005,12,"PELKM1","2","296"
2006,1,"PELKM1","2","296"
2006,2,"PELKM1","2","296"
2006,3,"PELKM1","2","296"
2006,4,"PELKM1","2","296"
2006,5,"PELKM1","2","296"
2006,6,"PELKM1","2","296"
2006,7,"PELKM1","2","296"
2006,8,"PELKM1","2","296"
2006,9,"PELKM1","2","296"
2006,10,"PELKM1","2","296"
2006,11,"PELKM1","2","296"
2006,12,"PELKM1","2","296"
2005,8,"PULKM2","2","298"
2005,9,"PULKM2","2","298"
2005,10,"PULKM2","2","298"
2005,11,"PULKM2","2","298"
2005,12,"PULKM2","2","298"
2006,1,"PULKM2","2","298"
2006,2,"PULKM2","2","298"
2006,3,"PULKM2","2","298"
2006,4,"PULKM2","2","298"
2006,5,"PULKM2","2","298"
2006,6,"PULKM2","2","298"
2006,7,"PULKM2","2","298"
2006,8,"PULKM2","2","298"
2006,9,"PULKM2","2","298"
2006,10,"PULKM2","2","298"
2006,11,"PULKM2","2","298"
2006,12,"PULKM2","2","298"
2005,8,"PULKM3","2","300"
2005,9,"PULKM3","2","300"
2005,10,"PULKM3","2","300"
2005,11,"PULKM3","2","300"
2005,12,"PULKM3","2","300"
2006,1,"PULKM3","2","300"
2006,2,"PULKM3","2","300"
2006,3,"PULKM3","2","300"
2006,4,"PULKM3","2","300"
2006,5,"PULKM3","2","300"
2006,6,"PULKM3","2","300"
2006,7,"PULKM3","2","300"
2006,8,"PULKM3","2","300"
2006,9,"PULKM3","2","300"
2006,10,"PULKM3","2","300"
2006,11,"PULKM3","2","300"
2006,12,"PULKM3","2","300"
2005,8,"PULKM4","2","302"
2005,9,"PULKM4","2","302"
2005,10,"PULKM4","2","302"
2005,11,"PULKM4","2","302"
2005,12,"PULKM4","2","302"
2006,1,"PULKM4","2","302"
2006,2,"PULKM4","2","302"
2006,3,"PULKM4","2","302"
2006,4,"PULKM4","2","302"
2006,5,"PULKM4","2","302"
2006,6,"PULKM4","2","302"
2006,7,"PULKM4","2","302"
2006,8,"PULKM4","2","302"
2006,9,"PULKM4","2","302"
2006,10,"PULKM4","2","302"
2006,11,"PULKM4","2","302"
2006,12,"PULKM4","2","302"
2005,8,"PULKM5","2","304"
2005,9,"PULKM5","2","304"
2005,10,"PULKM5","2","304"
2005,11,"PULKM5","2","304"
2005,12,"PULKM5","2","304"
2006,1,"PULKM5","2","304"
2006,2,"PULKM5","2","304"
2006,3,"PULKM5","2","304"
2006,4,"PULKM5","2","304"
2006,5,"PULKM5","2","304"
2006,6,"PULKM5","2","304"
2006,7,"PULKM5","2","304"
2006,8,"PULKM5","2","304"
2006,9,"PULKM5","2","304"
2006,10,"PULKM5","2","304"
2006,11,"PULKM5","2","304"
2006,12,"PULKM5","2","304"
2005,8,"PULKM6","2","306"
2005,9,"PULKM6","2","306"
2005,10,"PULKM6","2","306"
2005,11,"PULKM6","2","306"
2005,12,"PULKM6","2","306"
2006,1,"PULKM6","2","306"
2006,2,"PULKM6","2","306"
2006,3,"PULKM6","2","306"
2006,4,"PULKM6","2","306"
2006,5,"PULKM6","2","306"
2006,6,"PULKM6","2","306"
2006,7,"PULKM6","2","306"
2006,8,"PULKM6","2","306"
2006,9,"PULKM6","2","306"
2006,10,"PULKM6","2","306"
2006,11,"PULKM6","2","306"
2006,12,"PULKM6","2","306"
2005,8,"PULKDK1","2","308"
2005,9,"PULKDK1","2","308"
2005,10,"PULKDK1","2","308"
2005,11,"PULKDK1","2","308"
2005,12,"PULKDK1","2","308"
2006,1,"PULKDK1","2","308"
2006,2,"PULKDK1","2","308"
2006,3,"PULKDK1","2","308"
2006,4,"PULKDK1","2","308"
2006,5,"PULKDK1","2","308"
2006,6,"PULKDK1","2","308"
2006,7,"PULKDK1","2","308"
2006,8,"PULKDK1","2","308"
2006,9,"PULKDK1","2","308"
2006,10,"PULKDK1","2","308"
2006,11,"PULKDK1","2","308"
2006,12,"PULKDK1","2","308"
2005,8,"PULKDK2","2","310"
2005,9,"PULKDK2","2","310"
2005,10,"PULKDK2","2","310"
2005,11,"PULKDK2","2","310"
2005,12,"PULKDK2","2","310"
2006,1,"PULKDK2","2","310"
2006,2,"PULKDK2","2","310"
2006,3,"PULKDK2","2","310"
2006,4,"PULKDK2","2","310"
2006,5,"PULKDK2","2","310"
2006,6,"PULKDK2","2","310"
2006,7,"PULKDK2","2","310"
2006,8,"PULKDK2","2","310"
2006,9,"PULKDK2","2","310"
2006,10,"PULKDK2","2","310"
2006,11,"PULKDK2","2","310"
2006,12,"PULKDK2","2","310"
2005,8,"PULKDK3","2","312"
2005,9,"PULKDK3","2","312"
2005,10,"PULKDK3","2","312"
2005,11,"PULKDK3","2","312"
2005,12,"PULKDK3","2","312"
2006,1,"PULKDK3","2","312"
2006,2,"PULKDK3","2","312"
2006,3,"PULKDK3","2","312"
2006,4,"PULKDK3","2","312"
2006,5,"PULKDK3","2","312"
2006,6,"PULKDK3","2","312"
2006,7,"PULKDK3","2","312"
2006,8,"PULKDK3","2","312"
2006,9,"PULKDK3","2","312"
2006,10,"PULKDK3","2","312"
2006,11,"PULKDK3","2","312"
2006,12,"PULKDK3","2","312"
2005,8,"PULKDK4","2","314"
2005,9,"PULKDK4","2","314"
2005,10,"PULKDK4","2","314"
2005,11,"PULKDK4","2","314"
2005,12,"PULKDK4","2","314"
2006,1,"PULKDK4","2","314"
2006,2,"PULKDK4","2","314"
2006,3,"PULKDK4","2","314"
2006,4,"PULKDK4","2","314"
2006,5,"PULKDK4","2","314"
2006,6,"PULKDK4","2","314"
2006,7,"PULKDK4","2","314"
2006,8,"PULKDK4","2","314"
2006,9,"PULKDK4","2","314"
2006,10,"PULKDK4","2","314"
2006,11,"PULKDK4","2","314"
2006,12,"PULKDK4","2","314"
2005,8,"PULKDK5","2","316"
2005,9,"PULKDK5","2","316"
2005,10,"PULKDK5","2","316"
2005,11,"PULKDK5","2","316"
2005,12,"PULKDK5","2","316"
2006,1,"PULKDK5","2","316"
2006,2,"PULKDK5","2","316"
2006,3,"PULKDK5","2","316"
2006,4,"PULKDK5","2","316"
2006,5,"PULKDK5","2","316"
2006,6,"PULKDK5","2","316"
2006,7,"PULKDK5","2","316"
2006,8,"PULKDK5","2","316"
2006,9,"PULKDK5","2","316"
2006,10,"PULKDK5","2","316"
2006,11,"PULKDK5","2","316"
2006,12,"PULKDK5","2","316"
2005,8,"PULKDK6","2","318"
2005,9,"PULKDK6","2","318"
2005,10,"PULKDK6","2","318"
2005,11,"PULKDK6","2","318"
2005,12,"PULKDK6","2","318"
2006,1,"PULKDK6","2","318"
2006,2,"PULKDK6","2","318"
2006,3,"PULKDK6","2","318"
2006,4,"PULKDK6","2","318"
2006,5,"PULKDK6","2","318"
2006,6,"PULKDK6","2","318"
2006,7,"PULKDK6","2","318"
2006,8,"PULKDK6","2","318"
2006,9,"PULKDK6","2","318"
2006,10,"PULKDK6","2","318"
2006,11,"PULKDK6","2","318"
2006,12,"PULKDK6","2","318"
2005,8,"PULKPS1","2","320"
2005,9,"PULKPS1","2","320"
2005,10,"PULKPS1","2","320"
2005,11,"PULKPS1","2","320"
2005,12,"PULKPS1","2","320"
2006,1,"PULKPS1","2","320"
2006,2,"PULKPS1","2","320"
2006,3,"PULKPS1","2","320"
2006,4,"PULKPS1","2","320"
2006,5,"PULKPS1","2","320"
2006,6,"PULKPS1","2","320"
2006,7,"PULKPS1","2","320"
2006,8,"PULKPS1","2","320"
2006,9,"PULKPS1","2","320"
2006,10,"PULKPS1","2","320"
2006,11,"PULKPS1","2","320"
2006,12,"PULKPS1","2","320"
2005,8,"PULKPS2","2","322"
2005,9,"PULKPS2","2","322"
2005,10,"PULKPS2","2","322"
2005,11,"PULKPS2","2","322"
2005,12,"PULKPS2","2","322"
2006,1,"PULKPS2","2","322"
2006,2,"PULKPS2","2","322"
2006,3,"PULKPS2","2","322"
2006,4,"PULKPS2","2","322"
2006,5,"PULKPS2","2","322"
2006,6,"PULKPS2","2","322"
2006,7,"PULKPS2","2","322"
2006,8,"PULKPS2","2","322"
2006,9,"PULKPS2","2","322"
2006,10,"PULKPS2","2","322"
2006,11,"PULKPS2","2","322"
2006,12,"PULKPS2","2","322"
2005,8,"PULKPS3","2","324"
2005,9,"PULKPS3","2","324"
2005,10,"PULKPS3","2","324"
2005,11,"PULKPS3","2","324"
2005,12,"PULKPS3","2","324"
2006,1,"PULKPS3","2","324"
2006,2,"PULKPS3","2","324"
2006,3,"PULKPS3","2","324"
2006,4,"PULKPS3","2","324"
2006,5,"PULKPS3","2","324"
2006,6,"PULKPS3","2","324"
2006,7,"PULKPS3","2","324"
2006,8,"PULKPS3","2","324"
2006,9,"PULKPS3","2","324"
2006,10,"PULKPS3","2","324"
2006,11,"PULKPS3","2","324"
2006,12,"PULKPS3","2","324"
2005,8,"PULKPS4","2","326"
2005,9,"PULKPS4","2","326"
2005,10,"PULKPS4","2","326"
2005,11,"PULKPS4","2","326"
2005,12,"PULKPS4","2","326"
2006,1,"PULKPS4","2","326"
2006,2,"PULKPS4","2","326"
2006,3,"PULKPS4","2","326"
2006,4,"PULKPS4","2","326"
2006,5,"PULKPS4","2","326"
2006,6,"PULKPS4","2","326"
2006,7,"PULKPS4","2","326"
2006,8,"PULKPS4","2","326"
2006,9,"PULKPS4","2","326"
2006,10,"PULKPS4","2","326"
2006,11,"PULKPS4","2","326"
2006,12,"PULKPS4","2","326"
2005,8,"PULKPS5","2","328"
2005,9,"PULKPS5","2","328"
2005,10,"PULKPS5","2","328"
2005,11,"PULKPS5","2","328"
2005,12,"PULKPS5","2","328"
2006,1,"PULKPS5","2","328"
2006,2,"PULKPS5","2","328"
2006,3,"PULKPS5","2","328"
2006,4,"PULKPS5","2","328"
2006,5,"PULKPS5","2","328"
2006,6,"PULKPS5","2","328"
2006,7,"PULKPS5","2","328"
2006,8,"PULKPS5","2","328"
2006,9,"PULKPS5","2","328"
2006,10,"PULKPS5","2","328"
2006,11,"PULKPS5","2","328"
2006,12,"PULKPS5","2","328"
2005,8,"PULKPS6","2","330"
2005,9,"PULKPS6","2","330"
2005,10,"PULKPS6","2","330"
2005,11,"PULKPS6","2","330"
2005,12,"PULKPS6","2","330"
2006,1,"PULKPS6","2","330"
2006,2,"PULKPS6","2","330"
2006,3,"PULKPS6","2","330"
2006,4,"PULKPS6","2","330"
2006,5,"PULKPS6","2","330"
2006,6,"PULKPS6","2","330"
2006,7,"PULKPS6","2","330"
2006,8,"PULKPS6","2","330"
2006,9,"PULKPS6","2","330"
2006,10,"PULKPS6","2","330"
2006,11,"PULKPS6","2","330"
2006,12,"PULKPS6","2","330"
2005,8,"PELKAVL","2","332"
2005,9,"PELKAVL","2","332"
2005,10,"PELKAVL","2","332"
2005,11,"PELKAVL","2","332"
2005,12,"PELKAVL","2","332"
2006,1,"PELKAVL","2","332"
2006,2,"PELKAVL","2","332"
2006,3,"PELKAVL","2","332"
2006,4,"PELKAVL","2","332"
2006,5,"PELKAVL","2","332"
2006,6,"PELKAVL","2","332"
2006,7,"PELKAVL","2","332"
2006,8,"PELKAVL","2","332"
2006,9,"PELKAVL","2","332"
2006,10,"PELKAVL","2","332"
2006,11,"PELKAVL","2","332"
2006,12,"PELKAVL","2","332"
2005,8,"PULKAVR","2","334"
2005,9,"PULKAVR","2","334"
2005,10,"PULKAVR","2","334"
2005,11,"PULKAVR","2","334"
2005,12,"PULKAVR","2","334"
2006,1,"PULKAVR","2","334"
2006,2,"PULKAVR","2","334"
2006,3,"PULKAVR","2","334"
2006,4,"PULKAVR","2","334"
2006,5,"PULKAVR","2","334"
2006,6,"PULKAVR","2","334"
2006,7,"PULKAVR","2","334"
2006,8,"PULKAVR","2","334"
2006,9,"PULKAVR","2","334"
2006,10,"PULKAVR","2","334"
2006,11,"PULKAVR","2","334"
2006,12,"PULKAVR","2","334"
2005,8,"PELKLL1O","2","336"
2005,9,"PELKLL1O","2","336"
2005,10,"PELKLL1O","2","336"
2005,11,"PELKLL1O","2","336"
2005,12,"PELKLL1O","2","336"
2006,1,"PELKLL1O","2","336"
2006,2,"PELKLL1O","2","336"
2006,3,"PELKLL1O","2","336"
2006,4,"PELKLL1O","2","336"
2006,5,"PELKLL1O","2","336"
2006,6,"PELKLL1O","2","336"
2006,7,"PELKLL1O","2","336"
2006,8,"PELKLL1O","2","336"
2006,9,"PELKLL1O","2","336"
2006,10,"PELKLL1O","2","336"
2006,11,"PELKLL1O","2","336"
2006,12,"PELKLL1O","2","336"
2005,8,"PELKLL2O","2","338"
2005,9,"PELKLL2O","2","338"
2005,10,"PELKLL2O","2","338"
2005,11,"PELKLL2O","2","338"
2005,12,"PELKLL2O","2","338"
2006,1,"PELKLL2O","2","338"
2006,2,"PELKLL2O","2","338"
2006,3,"PELKLL2O","2","338"
2006,4,"PELKLL2O","2","338"
2006,5,"PELKLL2O","2","338"
2006,6,"PELKLL2O","2","338"
2006,7,"PELKLL2O","2","338"
2006,8,"PELKLL2O","2","338"
2006,9,"PELKLL2O","2","338"
2006,10,"PELKLL2O","2","338"
2006,11,"PELKLL2O","2","338"
2006,12,"PELKLL2O","2","338"
2005,8,"PELKLWO","2","340"
2005,9,"PELKLWO","2","340"
2005,10,"PELKLWO","2","340"
2005,11,"PELKLWO","2","340"
2005,12,"PELKLWO","2","340"
2006,1,"PELKLWO","2","340"
2006,2,"PELKLWO","2","340"
2006,3,"PELKLWO","2","340"
2006,4,"PELKLWO","2","340"
2006,5,"PELKLWO","2","340"
2006,6,"PELKLWO","2","340"
2006,7,"PELKLWO","2","340"
2006,8,"PELKLWO","2","340"
2006,9,"PELKLWO","2","340"
2006,10,"PELKLWO","2","340"
2006,11,"PELKLWO","2","340"
2006,12,"PELKLWO","2","340"
2005,8,"PELKDUR","3","342"
2005,9,"PELKDUR","3","342"
2005,10,"PELKDUR","3","342"
2005,11,"PELKDUR","3","342"
2005,12,"PELKDUR","3","342"
2006,1,"PELKDUR","3","342"
2006,2,"PELKDUR","3","342"
2006,3,"PELKDUR","3","342"
2006,4,"PELKDUR","3","342"
2006,5,"PELKDUR","3","342"
2006,6,"PELKDUR","3","342"
2006,7,"PELKDUR","3","342"
2006,8,"PELKDUR","3","342"
2006,9,"PELKDUR","3","342"
2006,10,"PELKDUR","3","342"
2006,11,"PELKDUR","3","342"
2006,12,"PELKDUR","3","342"
2005,8,"PELKFTO","2","345"
2005,9,"PELKFTO","2","345"
2005,10,"PELKFTO","2","345"
2005,11,"PELKFTO","2","345"
2005,12,"PELKFTO","2","345"
2006,1,"PELKFTO","2","345"
2006,2,"PELKFTO","2","345"
2006,3,"PELKFTO","2","345"
2006,4,"PELKFTO","2","345"
2006,5,"PELKFTO","2","345"
2006,6,"PELKFTO","2","345"
2006,7,"PELKFTO","2","345"
2006,8,"PELKFTO","2","345"
2006,9,"PELKFTO","2","345"
2006,10,"PELKFTO","2","345"
2006,11,"PELKFTO","2","345"
2006,12,"PELKFTO","2","345"
2005,8,"PEDWWNTO","2","347"
2005,9,"PEDWWNTO","2","347"
2005,10,"PEDWWNTO","2","347"
2005,11,"PEDWWNTO","2","347"
2005,12,"PEDWWNTO","2","347"
2006,1,"PEDWWNTO","2","347"
2006,2,"PEDWWNTO","2","347"
2006,3,"PEDWWNTO","2","347"
2006,4,"PEDWWNTO","2","347"
2006,5,"PEDWWNTO","2","347"
2006,6,"PEDWWNTO","2","347"
2006,7,"PEDWWNTO","2","347"
2006,8,"PEDWWNTO","2","347"
2006,9,"PEDWWNTO","2","347"
2006,10,"PEDWWNTO","2","347"
2006,11,"PEDWWNTO","2","347"
2006,12,"PEDWWNTO","2","347"
2005,8,"PEDWRSN","2","349"
2005,9,"PEDWRSN","2","349"
2005,10,"PEDWRSN","2","349"
2005,11,"PEDWRSN","2","349"
2005,12,"PEDWRSN","2","349"
2006,1,"PEDWRSN","2","349"
2006,2,"PEDWRSN","2","349"
2006,3,"PEDWRSN","2","349"
2006,4,"PEDWRSN","2","349"
2006,5,"PEDWRSN","2","349"
2006,6,"PEDWRSN","2","349"
2006,7,"PEDWRSN","2","349"
2006,8,"PEDWRSN","2","349"
2006,9,"PEDWRSN","2","349"
2006,10,"PEDWRSN","2","349"
2006,11,"PEDWRSN","2","349"
2006,12,"PEDWRSN","2","349"
2005,8,"PEDWLKO","2","351"
2005,9,"PEDWLKO","2","351"
2005,10,"PEDWLKO","2","351"
2005,11,"PEDWLKO","2","351"
2005,12,"PEDWLKO","2","351"
2006,1,"PEDWLKO","2","351"
2006,2,"PEDWLKO","2","351"
2006,3,"PEDWLKO","2","351"
2006,4,"PEDWLKO","2","351"
2006,5,"PEDWLKO","2","351"
2006,6,"PEDWLKO","2","351"
2006,7,"PEDWLKO","2","351"
2006,8,"PEDWLKO","2","351"
2006,9,"PEDWLKO","2","351"
2006,10,"PEDWLKO","2","351"
2006,11,"PEDWLKO","2","351"
2006,12,"PEDWLKO","2","351"
2005,8,"PEDWWK","2","353"
2005,9,"PEDWWK","2","353"
2005,10,"PEDWWK","2","353"
2005,11,"PEDWWK","2","353"
2005,12,"PEDWWK","2","353"
2006,1,"PEDWWK","2","353"
2006,2,"PEDWWK","2","353"
2006,3,"PEDWWK","2","353"
2006,4,"PEDWWK","2","353"
2006,5,"PEDWWK","2","353"
2006,6,"PEDWWK","2","353"
2006,7,"PEDWWK","2","353"
2006,8,"PEDWWK","2","353"
2006,9,"PEDWWK","2","353"
2006,10,"PEDWWK","2","353"
2006,11,"PEDWWK","2","353"
2006,12,"PEDWWK","2","353"
2005,8,"PEDW4WK","2","355"
2005,9,"PEDW4WK","2","355"
2005,10,"PEDW4WK","2","355"
2005,11,"PEDW4WK","2","355"
2005,12,"PEDW4WK","2","355"
2006,1,"PEDW4WK","2","355"
2006,2,"PEDW4WK","2","355"
2006,3,"PEDW4WK","2","355"
2006,4,"PEDW4WK","2","355"
2006,5,"PEDW4WK","2","355"
2006,6,"PEDW4WK","2","355"
2006,7,"PEDW4WK","2","355"
2006,8,"PEDW4WK","2","355"
2006,9,"PEDW4WK","2","355"
2006,10,"PEDW4WK","2","355"
2006,11,"PEDW4WK","2","355"
2006,12,"PEDW4WK","2","355"
2005,8,"PEDWLKWK","2","357"
2005,9,"PEDWLKWK","2","357"
2005,10,"PEDWLKWK","2","357"
2005,11,"PEDWLKWK","2","357"
2005,12,"PEDWLKWK","2","357"
2006,1,"PEDWLKWK","2","357"
2006,2,"PEDWLKWK","2","357"
2006,3,"PEDWLKWK","2","357"
2006,4,"PEDWLKWK","2","357"
2006,5,"PEDWLKWK","2","357"
2006,6,"PEDWLKWK","2","357"
2006,7,"PEDWLKWK","2","357"
2006,8,"PEDWLKWK","2","357"
2006,9,"PEDWLKWK","2","357"
2006,10,"PEDWLKWK","2","357"
2006,11,"PEDWLKWK","2","357"
2006,12,"PEDWLKWK","2","357"
2005,8,"PEDWAVL","2","359"
2005,9,"PEDWAVL","2","359"
2005,10,"PEDWAVL","2","359"
2005,11,"PEDWAVL","2","359"
2005,12,"PEDWAVL","2","359"
2006,1,"PEDWAVL","2","359"
2006,2,"PEDWAVL","2","359"
2006,3,"PEDWAVL","2","359"
2006,4,"PEDWAVL","2","359"
2006,5,"PEDWAVL","2","359"
2006,6,"PEDWAVL","2","359"
2006,7,"PEDWAVL","2","359"
2006,8,"PEDWAVL","2","359"
2006,9,"PEDWAVL","2","359"
2006,10,"PEDWAVL","2","359"
2006,11,"PEDWAVL","2","359"
2006,12,"PEDWAVL","2","359"
2005,8,"PEDWAVR","2","361"
2005,9,"PEDWAVR","2","361"
2005,10,"PEDWAVR","2","361"
2005,11,"PEDWAVR","2","361"
2005,12,"PEDWAVR","2","361"
2006,1,"PEDWAVR","2","361"
2006,2,"PEDWAVR","2","361"
2006,3,"PEDWAVR","2","361"
2006,4,"PEDWAVR","2","361"
2006,5,"PEDWAVR","2","361"
2006,6,"PEDWAVR","2","361"
2006,7,"PEDWAVR","2","361"
2006,8,"PEDWAVR","2","361"
2006,9,"PEDWAVR","2","361"
2006,10,"PEDWAVR","2","361"
2006,11,"PEDWAVR","2","361"
2006,12,"PEDWAVR","2","361"
2005,8,"PUDWCK1","2","363"
2005,9,"PUDWCK1","2","363"
2005,10,"PUDWCK1","2","363"
2005,11,"PUDWCK1","2","363"
2005,12,"PUDWCK1","2","363"
2006,1,"PUDWCK1","2","363"
2006,2,"PUDWCK1","2","363"
2006,3,"PUDWCK1","2","363"
2006,4,"PUDWCK1","2","363"
2006,5,"PUDWCK1","2","363"
2006,6,"PUDWCK1","2","363"
2006,7,"PUDWCK1","2","363"
2006,8,"PUDWCK1","2","363"
2006,9,"PUDWCK1","2","363"
2006,10,"PUDWCK1","2","363"
2006,11,"PUDWCK1","2","363"
2006,12,"PUDWCK1","2","363"
2005,8,"PUDWCK2","2","365"
2005,9,"PUDWCK2","2","365"
2005,10,"PUDWCK2","2","365"
2005,11,"PUDWCK2","2","365"
2005,12,"PUDWCK2","2","365"
2006,1,"PUDWCK2","2","365"
2006,2,"PUDWCK2","2","365"
2006,3,"PUDWCK2","2","365"
2006,4,"PUDWCK2","2","365"
2006,5,"PUDWCK2","2","365"
2006,6,"PUDWCK2","2","365"
2006,7,"PUDWCK2","2","365"
2006,8,"PUDWCK2","2","365"
2006,9,"PUDWCK2","2","365"
2006,10,"PUDWCK2","2","365"
2006,11,"PUDWCK2","2","365"
2006,12,"PUDWCK2","2","365"
2005,8,"PUDWCK3","2","367"
2005,9,"PUDWCK3","2","367"
2005,10,"PUDWCK3","2","367"
2005,11,"PUDWCK3","2","367"
2005,12,"PUDWCK3","2","367"
2006,1,"PUDWCK3","2","367"
2006,2,"PUDWCK3","2","367"
2006,3,"PUDWCK3","2","367"
2006,4,"PUDWCK3","2","367"
2006,5,"PUDWCK3","2","367"
2006,6,"PUDWCK3","2","367"
2006,7,"PUDWCK3","2","367"
2006,8,"PUDWCK3","2","367"
2006,9,"PUDWCK3","2","367"
2006,10,"PUDWCK3","2","367"
2006,11,"PUDWCK3","2","367"
2006,12,"PUDWCK3","2","367"
2005,8,"PUDWCK4","2","369"
2005,9,"PUDWCK4","2","369"
2005,10,"PUDWCK4","2","369"
2005,11,"PUDWCK4","2","369"
2005,12,"PUDWCK4","2","369"
2006,1,"PUDWCK4","2","369"
2006,2,"PUDWCK4","2","369"
2006,3,"PUDWCK4","2","369"
2006,4,"PUDWCK4","2","369"
2006,5,"PUDWCK4","2","369"
2006,6,"PUDWCK4","2","369"
2006,7,"PUDWCK4","2","369"
2006,8,"PUDWCK4","2","369"
2006,9,"PUDWCK4","2","369"
2006,10,"PUDWCK4","2","369"
2006,11,"PUDWCK4","2","369"
2006,12,"PUDWCK4","2","369"
2005,8,"PUDWCK5","2","371"
2005,9,"PUDWCK5","2","371"
2005,10,"PUDWCK5","2","371"
2005,11,"PUDWCK5","2","371"
2005,12,"PUDWCK5","2","371"
2006,1,"PUDWCK5","2","371"
2006,2,"PUDWCK5","2","371"
2006,3,"PUDWCK5","2","371"
2006,4,"PUDWCK5","2","371"
2006,5,"PUDWCK5","2","371"
2006,6,"PUDWCK5","2","371"
2006,7,"PUDWCK5","2","371"
2006,8,"PUDWCK5","2","371"
2006,9,"PUDWCK5","2","371"
2006,10,"PUDWCK5","2","371"
2006,11,"PUDWCK5","2","371"
2006,12,"PUDWCK5","2","371"
2005,8,"PEJHWKO","2","373"
2005,9,"PEJHWKO","2","373"
2005,10,"PEJHWKO","2","373"
2005,11,"PEJHWKO","2","373"
2005,12,"PEJHWKO","2","373"
2006,1,"PEJHWKO","2","373"
2006,2,"PEJHWKO","2","373"
2006,3,"PEJHWKO","2","373"
2006,4,"PEJHWKO","2","373"
2006,5,"PEJHWKO","2","373"
2006,6,"PEJHWKO","2","373"
2006,7,"PEJHWKO","2","373"
2006,8,"PEJHWKO","2","373"
2006,9,"PEJHWKO","2","373"
2006,10,"PEJHWKO","2","373"
2006,11,"PEJHWKO","2","373"
2006,12,"PEJHWKO","2","373"
2005,8,"PUJHDP1O","2","375"
2005,9,"PUJHDP1O","2","375"
2005,10,"PUJHDP1O","2","375"
2005,11,"PUJHDP1O","2","375"
2005,12,"PUJHDP1O","2","375"
2006,1,"PUJHDP1O","2","375"
2006,2,"PUJHDP1O","2","375"
2006,3,"PUJHDP1O","2","375"
2006,4,"PUJHDP1O","2","375"
2006,5,"PUJHDP1O","2","375"
