fips,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,State,county,CouSub,pop2000,countyname,CBSASub,Areaname,state_alpha
3005599999,433,485,555,744,801,30,55,99999,1977,McCone County,NCNTY30055N30055,"McCone County, MT",MT
3005799999,478,559,734,978,1273,30,57,99999,6851,Madison County,NCNTY30057N30057,"Madison County, MT",MT
3005999999,478,559,734,978,1273,30,59,99999,1932,Meagher County,NCNTY30059N30059,"Meagher County, MT",MT
3006199999,505,582,727,955,1124,30,61,99999,3884,Mineral County,NCNTY30061N30061,"Mineral County, MT",MT
3006399999,506,591,736,984,1164,30,63,99999,95802,Missoula County,METRO33540M33540,"Missoula, MT MSA",MT
3006599999,433,485,555,744,801,30,65,99999,4497,Musselshell County,NCNTY30065N30065,"Musselshell County, MT",MT
3006799999,466,545,716,856,1063,30,67,99999,15694,Park County,NCNTY30067N30067,"Park County, MT",MT
3006999999,433,485,555,744,801,30,69,99999,493,Petroleum County,NCNTY30069N30069,"Petroleum County, MT",MT
3007199999,433,485,555,744,801,30,71,99999,4601,Phillips County,NCNTY30071N30071,"Phillips County, MT",MT
3007399999,396,464,589,796,938,30,73,99999,6424,Pondera County,NCNTY30073N30073,"Pondera County, MT",MT
3007599999,433,485,555,744,801,30,75,99999,1858,Powder River County,NCNTY30075N30075,"Powder River County, MT",MT
3007799999,452,493,622,857,923,30,77,99999,7180,Powell County,NCNTY30077N30077,"Powell County, MT",MT
3007999999,433,485,555,744,801,30,79,99999,1199,Prairie County,NCNTY30079N30079,"Prairie County, MT",MT
3008199999,467,530,674,876,1059,30,81,99999,36070,Ravalli County,NCNTY30081N30081,"Ravalli County, MT",MT
3008399999,433,485,555,744,801,30,83,99999,9667,Richland County,NCNTY30083N30083,"Richland County, MT",MT
3008599999,433,485,555,744,801,30,85,99999,10620,Roosevelt County,NCNTY30085N30085,"Roosevelt County, MT",MT
3008799999,403,451,563,692,746,30,87,99999,9383,Rosebud County,NCNTY30087N30087,"Rosebud County, MT",MT
3008999999,429,503,647,888,986,30,89,99999,10227,Sanders County,NCNTY30089N30089,"Sanders County, MT",MT
3009199999,433,485,555,744,801,30,91,99999,4105,Sheridan County,NCNTY30091N30091,"Sheridan County, MT",MT
3009399999,407,457,580,780,805,30,93,99999,34606,Silver Bow County,NCNTY30093N30093,"Silver Bow County, MT",MT
3009599999,433,485,555,744,801,30,95,99999,8195,Stillwater County,NCNTY30095N30095,"Stillwater County, MT",MT
3009799999,433,485,555,744,801,30,97,99999,3609,Sweet Grass County,NCNTY30097N30097,"Sweet Grass County, MT",MT
3009999999,396,464,589,796,938,30,99,99999,6445,Teton County,NCNTY30099N30099,"Teton County, MT",MT
3010199999,396,464,589,796,938,30,101,99999,5267,Toole County,NCNTY30101N30101,"Toole County, MT",MT
3010399999,433,485,555,744,801,30,103,99999,861,Treasure County,NCNTY30103N30103,"Treasure County, MT",MT
3010599999,433,485,555,744,801,30,105,99999,7675,Valley County,NCNTY30105N30105,"Valley County, MT",MT
3010799999,433,485,555,744,801,30,107,99999,2259,Wheatland County,NCNTY30107N30107,"Wheatland County, MT",MT
3010999999,433,485,555,744,801,30,109,99999,1068,Wibaux County,NCNTY30109N30109,"Wibaux County, MT",MT
3011199999,459,516,657,919,1088,30,111,99999,129352,Yellowstone County,METRO13740M13740,"Billings, MT MSA",MT
3100199999,390,455,600,734,917,31,1,99999,31151,Adams County,NCNTY31001N31001,"Adams County, NE",NE
3100399999,461,462,555,709,741,31,3,99999,7452,Antelope County,NCNTY31003N31003,"Antelope County, NE",NE
3100599999,389,470,540,694,726,31,5,99999,444,Arthur County,NCNTY31005N31005,"Arthur County, NE",NE
3100799999,389,405,527,676,796,31,7,99999,819,Banner County,NCNTY31007N31007,"Banner County, NE",NE
3100999999,473,474,572,714,804,31,9,99999,583,Blaine County,NCNTY31009N31009,"Blaine County, NE",NE
3101199999,461,462,555,709,741,31,11,99999,6259,Boone County,NCNTY31011N31011,"Boone County, NE",NE
3101399999,389,405,527,676,796,31,13,99999,12158,Box Butte County,NCNTY31013N31013,"Box Butte County, NE",NE
3101599999,389,405,527,676,796,31,15,99999,2438,Boyd County,NCNTY31015N31015,"Boyd County, NE",NE
3101799999,389,405,527,676,796,31,17,99999,3525,Brown County,NCNTY31017N31017,"Brown County, NE",NE
3101999999,416,486,640,890,1053,31,19,99999,42259,Buffalo County,NCNTY31019N31019,"Buffalo County, NE",NE
3102199999,461,462,555,709,741,31,21,99999,7791,Burt County,NCNTY31021N31021,"Burt County, NE",NE
3102399999,448,449,540,679,713,31,23,99999,8767,Butler County,NCNTY31023N31023,"Butler County, NE",NE
3102599999,538,605,750,1024,1058,31,25,99999,24334,Cass County,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",NE
3102799999,461,462,555,709,741,31,27,99999,9615,Cedar County,NCNTY31027N31027,"Cedar County, NE",NE
3102999999,389,470,540,694,726,31,29,99999,4068,Chase County,NCNTY31029N31029,"Chase County, NE",NE
3103199999,389,405,527,676,796,31,31,99999,6148,Cherry County,NCNTY31031N31031,"Cherry County, NE",NE
3103399999,380,402,532,661,778,31,33,99999,9830,Cheyenne County,NCNTY31033N31033,"Cheyenne County, NE",NE
3103599999,394,463,608,777,942,31,35,99999,7039,Clay County,NCNTY31035N31035,"Clay County, NE",NE
3103799999,461,462,555,709,741,31,37,99999,10441,Colfax County,NCNTY31037N31037,"Colfax County, NE",NE
3103999999,461,462,555,709,741,31,39,99999,10203,Cuming County,NCNTY31039N31039,"Cuming County, NE",NE
3104199999,473,474,572,714,804,31,41,99999,11793,Custer County,NCNTY31041N31041,"Custer County, NE",NE
3104399999,441,516,677,852,908,31,43,99999,20253,Dakota County,METRO43580M43580,"Sioux City, IA-NE-SD MSA",NE
3104599999,342,402,527,632,774,31,45,99999,9060,Dawes County,NCNTY31045N31045,"Dawes County, NE",NE
3104799999,474,514,572,703,725,31,47,99999,24365,Dawson County,NCNTY31047N31047,"Dawson County, NE",NE
3104999999,389,405,527,676,796,31,49,99999,2098,Deuel County,NCNTY31049N31049,"Deuel County, NE",NE
3105199999,441,516,677,852,908,31,51,99999,6339,Dixon County,METRO43580M43580,"Sioux City, IA-NE-SD MSA",NE
3105399999,447,523,688,821,956,31,53,99999,36160,Dodge County,NCNTY31053N31053,"Dodge County, NE",NE
3105599999,538,605,750,1024,1058,31,55,99999,463585,Douglas County,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",NE
3105799999,389,470,540,694,726,31,57,99999,2292,Dundy County,NCNTY31057N31057,"Dundy County, NE",NE
3105999999,448,449,540,679,713,31,59,99999,6634,Fillmore County,NCNTY31059N31059,"Fillmore County, NE",NE
3106199999,394,463,608,777,942,31,61,99999,3574,Franklin County,NCNTY31061N31061,"Franklin County, NE",NE
3106399999,389,470,540,694,726,31,63,99999,3099,Frontier County,NCNTY31063N31063,"Frontier County, NE",NE
3106599999,389,470,540,694,726,31,65,99999,5324,Furnas County,NCNTY31065N31065,"Furnas County, NE",NE
3106799999,464,465,558,682,702,31,67,99999,22993,Gage County,NCNTY31067N31067,"Gage County, NE",NE
3106999999,389,405,527,676,796,31,69,99999,2292,Garden County,NCNTY31069N31069,"Garden County, NE",NE
3107199999,473,474,572,714,804,31,71,99999,1902,Garfield County,NCNTY31071N31071,"Garfield County, NE",NE
3107399999,389,470,540,694,726,31,73,99999,2143,Gosper County,NCNTY31073N31073,"Gosper County, NE",NE
3107599999,389,470,540,694,726,31,75,99999,747,Grant County,NCNTY31075N31075,"Grant County, NE",NE
3107799999,473,474,572,714,804,31,77,99999,2714,Greeley County,NCNTY31077N31077,"Greeley County, NE",NE
3107999999,473,477,601,753,945,31,79,99999,53534,Hall County,NCNTY31079N31079,"Hall County, NE",NE
3108199999,473,474,572,714,804,31,81,99999,9403,Hamilton County,NCNTY31081N31081,"Hamilton County, NE",NE
3108399999,394,463,608,777,942,31,83,99999,3786,Harlan County,NCNTY31083N31083,"Harlan County, NE",NE
3108599999,389,470,540,694,726,31,85,99999,1068,Hayes County,NCNTY31085N31085,"Hayes County, NE",NE
3108799999,389,470,540,694,726,31,87,99999,3111,Hitchcock County,NCNTY31087N31087,"Hitchcock County, NE",NE
3108999999,389,405,527,676,796,31,89,99999,11551,Holt County,NCNTY31089N31089,"Holt County, NE",NE
3109199999,389,470,540,694,726,31,91,99999,783,Hooker County,NCNTY31091N31091,"Hooker County, NE",NE
3109399999,473,474,572,714,804,31,93,99999,6567,Howard County,NCNTY31093N31093,"Howard County, NE",NE
3109599999,448,449,540,679,713,31,95,99999,8333,Jefferson County,NCNTY31095N31095,"Jefferson County, NE",NE
3109799999,448,449,540,679,713,31,97,99999,4488,Johnson County,NCNTY31097N31097,"Johnson County, NE",NE
3109999999,394,463,608,777,942,31,99,99999,6882,Kearney County,NCNTY31099N31099,"Kearney County, NE",NE
3110199999,389,470,540,694,726,31,101,99999,8875,Keith County,NCNTY31101N31101,"Keith County, NE",NE
3110399999,389,405,527,676,796,31,103,99999,983,Keya Paha County,NCNTY31103N31103,"Keya Paha County, NE",NE
3110599999,389,405,527,676,796,31,105,99999,4089,Kimball County,NCNTY31105N31105,"Kimball County, NE",NE
3110799999,461,462,555,709,741,31,107,99999,9374,Knox County,NCNTY31107N31107,"Knox County, NE",NE
3110999999,481,543,692,969,1199,31,109,99999,250291,Lancaster County,METRO30700M30700,"Lincoln, NE HUD Metro FMR Area",NE
3111199999,395,454,584,710,858,31,111,99999,34632,Lincoln County,NCNTY31111N31111,"Lincoln County, NE",NE
3111399999,389,470,540,694,726,31,113,99999,774,Logan County,NCNTY31113N31113,"Logan County, NE",NE
3111599999,473,474,572,714,804,31,115,99999,712,Loup County,NCNTY31115N31115,"Loup County, NE",NE
3111799999,389,470,540,694,726,31,117,99999,533,McPherson County,NCNTY31117N31117,"McPherson County, NE",NE
3111999999,400,439,577,782,807,31,119,99999,35226,Madison County,NCNTY31119N31119,"Madison County, NE",NE
3112199999,473,474,572,714,804,31,121,99999,8204,Merrick County,NCNTY31121N31121,"Merrick County, NE",NE
3112399999,389,405,527,676,796,31,123,99999,5440,Morrill County,NCNTY31123N31123,"Morrill County, NE",NE
3112599999,461,462,555,709,741,31,125,99999,4038,Nance County,NCNTY31125N31125,"Nance County, NE",NE
3112799999,448,449,540,679,713,31,127,99999,7576,Nemaha County,NCNTY31127N31127,"Nemaha County, NE",NE
3112999999,394,463,608,777,942,31,129,99999,5057,Nuckolls County,NCNTY31129N31129,"Nuckolls County, NE",NE
3113199999,463,466,557,676,711,31,131,99999,15396,Otoe County,NCNTY31131N31131,"Otoe County, NE",NE
3113399999,448,449,540,679,713,31,133,99999,3087,Pawnee County,NCNTY31133N31133,"Pawnee County, NE",NE
3113599999,389,470,540,694,726,31,135,99999,3200,Perkins County,NCNTY31135N31135,"Perkins County, NE",NE
3113799999,394,463,608,777,942,31,137,99999,9747,Phelps County,NCNTY31137N31137,"Phelps County, NE",NE
3113999999,461,462,555,709,741,31,139,99999,7857,Pierce County,NCNTY31139N31139,"Pierce County, NE",NE
3114199999,459,460,552,800,828,31,141,99999,31662,Platte County,NCNTY31141N31141,"Platte County, NE",NE
3114399999,448,449,540,679,713,31,143,99999,5639,Polk County,NCNTY31143N31143,"Polk County, NE",NE
3114599999,353,475,527,767,841,31,145,99999,11448,Red Willow County,NCNTY31145N31145,"Red Willow County, NE",NE
3114799999,448,449,540,679,713,31,147,99999,9531,Richardson County,NCNTY31147N31147,"Richardson County, NE",NE
3114999999,389,405,527,676,796,31,149,99999,1756,Rock County,NCNTY31149N31149,"Rock County, NE",NE
3115199999,528,531,637,762,787,31,151,99999,13843,Saline County,NCNTY31151N31151,"Saline County, NE",NE
3115399999,538,605,750,1024,1058,31,153,99999,122595,Sarpy County,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",NE
3115599999,573,575,732,952,981,31,155,99999,19830,Saunders County,METRO36540N31155,"Saunders County, NE HUD Metro FMR Area",NE
3115799999,463,465,557,707,920,31,157,99999,36951,Scotts Bluff County,NCNTY31157N31157,"Scotts Bluff County, NE",NE
3115999999,356,429,550,721,891,31,159,99999,16496,Seward County,METRO30700N31159,"Seward County, NE HUD Metro FMR Area",NE
3116199999,389,405,527,676,796,31,161,99999,6198,Sheridan County,NCNTY31161N31161,"Sheridan County, NE",NE
3116399999,473,474,572,714,804,31,163,99999,3318,Sherman County,NCNTY31163N31163,"Sherman County, NE",NE
3116599999,389,405,527,676,796,31,165,99999,1475,Sioux County,NCNTY31165N31165,"Sioux County, NE",NE
3116799999,461,462,555,709,741,31,167,99999,6455,Stanton County,NCNTY31167N31167,"Stanton County, NE",NE
3116999999,448,449,540,679,713,31,169,99999,6055,Thayer County,NCNTY31169N31169,"Thayer County, NE",NE
3117199999,389,470,540,694,726,31,171,99999,729,Thomas County,NCNTY31171N31171,"Thomas County, NE",NE
3117399999,461,462,555,709,741,31,173,99999,7171,Thurston County,NCNTY31173N31173,"Thurston County, NE",NE
3117599999,473,474,572,714,804,31,175,99999,4647,Valley County,NCNTY31175N31175,"Valley County, NE",NE
3117799999,538,605,750,1024,1058,31,177,99999,18780,Washington County,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",NE
3117999999,461,462,555,709,741,31,179,99999,9851,Wayne County,NCNTY31179N31179,"Wayne County, NE",NE
3118199999,394,463,608,777,942,31,181,99999,4061,Webster County,NCNTY31181N31181,"Webster County, NE",NE
3118399999,473,474,572,714,804,31,183,99999,886,Wheeler County,NCNTY31183N31183,"Wheeler County, NE",NE
3118599999,398,536,613,732,985,31,185,99999,14598,York County,NCNTY31185N31185,"York County, NE",NE
3200199999,628,630,797,1094,1269,32,1,99999,23982,Churchill County,NCNTY32001N32001,"Churchill County, NV",NV
3200399999,719,843,996,1382,1680,32,3,99999,1375765,Clark County,METRO29820M29820,"Las Vegas-Paradise, NV MSA",NV
3200599999,705,843,984,1393,1496,32,5,99999,41259,Douglas County,NCNTY32005N32005,"Douglas County, NV",NV
3200799999,566,633,802,1027,1280,32,7,99999,45291,Elko County,NCNTY32007N32007,"Elko County, NV",NV
3200999999,560,599,763,996,1129,32,9,99999,971,Esmeralda County,NCNTY32009N32009,"Esmeralda County, NV",NV
3201199999,560,599,763,996,1129,32,11,99999,1651,Eureka County,NCNTY32011N32011,"Eureka County, NV",NV
3201399999,506,614,778,931,959,32,13,99999,16106,Humboldt County,NCNTY32013N32013,"Humboldt County, NV",NV
3201599999,560,599,763,996,1129,32,15,99999,5794,Lander County,NCNTY32015N32015,"Lander County, NV",NV
3201799999,560,599,763,996,1129,32,17,99999,4165,Lincoln County,NCNTY32017N32017,"Lincoln County, NV",NV
3201999999,515,634,779,1133,1222,32,19,99999,34501,Lyon County,NCNTY32019N32019,"Lyon County, NV",NV
3202199999,560,599,763,996,1129,32,21,99999,5071,Mineral County,NCNTY32021N32021,"Mineral County, NV",NV
3202399999,452,626,696,1014,1045,32,23,99999,32485,Nye County,NCNTY32023N32023,"Nye County, NV",NV
3202799999,560,599,763,996,1129,32,27,99999,6693,Pershing County,NCNTY32027N32027,"Pershing County, NV",NV
3202999999,675,806,994,1450,1746,32,29,99999,3399,Storey County,METRO39900M39900,"Reno-Sparks, NV MSA",NV
3203199999,675,806,994,1450,1746,32,31,99999,339486,Washoe County,METRO39900M39900,"Reno-Sparks, NV MSA",NV
3203399999,560,599,763,996,1129,32,33,99999,9181,White Pine County,NCNTY32033N32033,"White Pine County, NV",NV
3251099999,581,704,875,1276,1489,32,510,99999,52457,Carson City,METRO16180M16180,"Carson City, NV MSA",NV
3300101060,639,759,937,1298,1549,33,1,01060,4502,Belknap County,NCNTY33001N33001,"Belknap County, NH",NH
3300103220,639,759,937,1298,1549,33,1,03220,3886,Belknap County,NCNTY33001N33001,"Belknap County, NH",NH
3300104740,639,759,937,1298,1549,33,1,04740,6716,Belknap County,NCNTY33001N33001,"Belknap County, NH",NH
3300110660,639,759,937,1298,1549,33,1,10660,996,Belknap County,NCNTY33001N33001,"Belknap County, NH",NH
3300128740,639,759,937,1298,1549,33,1,28740,6803,Belknap County,NCNTY33001N33001,"Belknap County, NH",NH
3300128980,639,759,937,1298,1549,33,1,28980,3060,Belknap County,NCNTY33001N33001,"Belknap County, NH",NH
3300140180,639,759,937,1298,1549,33,1,40180,16411,Belknap County,NCNTY33001N33001,"Belknap County, NH",NH
3300147140,639,759,937,1298,1549,33,1,47140,5943,Belknap County,NCNTY33001N33001,"Belknap County, NH",NH
3300151540,639,759,937,1298,1549,33,1,51540,1950,Belknap County,NCNTY33001N33001,"Belknap County, NH",NH
3300167300,639,759,937,1298,1549,33,1,67300,2581,Belknap County,NCNTY33001N33001,"Belknap County, NH",NH
3300177060,639,759,937,1298,1549,33,1,77060,3477,Belknap County,NCNTY33001N33001,"Belknap County, NH",NH
3300300420,671,723,953,1282,1671,33,3,00420,654,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300303700,671,723,953,1282,1671,33,3,03700,2705,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300307940,671,723,953,1282,1671,33,3,07940,604,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300311780,671,723,953,1282,1671,33,3,11780,260,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300314660,671,723,953,1282,1671,33,3,14660,8604,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300323380,671,723,953,1282,1671,33,3,23380,375,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300323620,671,723,953,1282,1671,33,3,23620,1273,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300327700,671,723,953,1282,1671,33,3,27700,1303,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300332500,671,723,953,1282,1671,33,3,32500,58,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300334500,671,723,953,1282,1671,33,3,34500,37,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300338260,671,723,953,1282,1671,33,3,38260,835,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300345060,671,723,953,1282,1671,33,3,45060,1984,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300349380,671,723,953,1282,1671,33,3,49380,4484,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300358740,671,723,953,1282,1671,33,3,58740,4211,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300367780,671,723,953,1282,1671,33,3,67780,1286,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300376100,671,723,953,1282,1671,33,3,76100,2510,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300377620,671,723,953,1282,1671,33,3,77620,2148,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300378180,671,723,953,1282,1671,33,3,78180,4252,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300386420,671,723,953,1282,1671,33,3,86420,6083,Carroll County,NCNTY33003N33003,"Carroll County, NH",NH
3300500820,735,810,1015,1234,1539,33,5,00820,1944,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300512260,735,810,1015,1234,1539,33,5,12260,3542,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300519140,735,810,1015,1234,1539,33,5,19140,1476,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300526500,735,810,1015,1234,1539,33,5,26500,2141,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300529220,735,810,1015,1234,1539,33,5,29220,777,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300534420,735,810,1015,1234,1539,33,5,34420,1075,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300536660,735,810,1015,1234,1539,33,5,36660,4082,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300538500,735,810,1015,1234,1539,33,5,38500,5476,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300539300,735,810,1015,1234,1539,33,5,39300,22563,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300545460,735,810,1015,1234,1539,33,5,45460,2009,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300545700,735,810,1015,1234,1539,33,5,45700,747,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300550580,735,810,1015,1234,1539,33,5,50580,634,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300564420,735,810,1015,1234,1539,33,5,64420,1077,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300564580,735,810,1015,1234,1539,33,5,64580,5451,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300565700,735,810,1015,1234,1539,33,5,65700,237,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300573700,735,810,1015,1234,1539,33,5,73700,928,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300574900,735,810,1015,1234,1539,33,5,74900,746,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300575300,735,810,1015,1234,1539,33,5,75300,673,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300575700,735,810,1015,1234,1539,33,5,75700,6800,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300577380,735,810,1015,1234,1539,33,5,77380,1962,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300578420,735,810,1015,1234,1539,33,5,78420,3594,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300582660,735,810,1015,1234,1539,33,5,82660,1747,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300585540,735,810,1015,1234,1539,33,5,85540,4144,Cheshire County,NCNTY33005N33005,"Cheshire County, NH",NH
3300702420,437,570,672,948,1085,33,7,02420,12,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300704100,437,570,672,948,1085,33,7,04100,0,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300704260,437,570,672,948,1085,33,7,04260,4,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300705140,437,570,672,948,1085,33,7,05140,10331,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300708420,437,570,672,948,1085,33,7,08420,10,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300710100,437,570,672,948,1085,33,7,10100,663,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300711220,437,570,672,948,1085,33,7,11220,0,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300713220,437,570,672,948,1085,33,7,13220,294,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300713780,437,570,672,948,1085,33,7,13780,2321,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300713940,437,570,672,948,1085,33,7,13940,750,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300716100,437,570,672,948,1085,33,7,16100,0,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300716660,437,570,672,948,1085,33,7,16660,0,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300716820,437,570,672,948,1085,33,7,16820,927,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300718340,437,570,672,948,1085,33,7,18340,0,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300718420,437,570,672,948,1085,33,7,18420,75,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300719300,437,570,672,948,1085,33,7,19300,309,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300725140,437,570,672,948,1085,33,7,25140,298,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300725180,437,570,672,948,1085,33,7,25180,1,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300730260,437,570,672,948,1085,33,7,30260,2895,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300731780,437,570,672,948,1085,33,7,31780,0,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300732420,437,570,672,948,1085,33,7,32420,0,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300738820,437,570,672,948,1085,33,7,38820,1006,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300739940,437,570,672,948,1085,33,7,39940,0,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300740420,437,570,672,948,1085,33,7,40420,3280,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300743620,437,570,672,948,1085,33,7,43620,0,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300746020,437,570,672,948,1085,33,7,46020,0,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300747860,437,570,672,948,1085,33,7,47860,1331,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300748260,437,570,672,948,1085,33,7,48260,22,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300756100,437,570,672,948,1085,33,7,56100,2438,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300757860,437,570,672,948,1085,33,7,57860,5,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300761620,437,570,672,948,1085,33,7,61620,0,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300761780,437,570,672,948,1085,33,7,61780,867,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300763860,437,570,672,948,1085,33,7,63860,339,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300767860,437,570,672,948,1085,33,7,67860,0,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300768500,437,570,672,948,1085,33,7,68500,0,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300768980,437,570,672,948,1085,33,7,68980,379,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300773060,437,570,672,948,1085,33,7,73060,516,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300773380,437,570,672,948,1085,33,7,73380,1012,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300774180,437,570,672,948,1085,33,7,74180,942,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300774500,437,570,672,948,1085,33,7,74500,2,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300776580,437,570,672,948,1085,33,7,76580,0,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300780740,437,570,672,948,1085,33,7,80740,44,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300784420,437,570,672,948,1085,33,7,84420,2038,Coos County,NCNTY33007N33007,"Coos County, NH",NH
3300900580,714,761,949,1318,1476,33,9,00580,1329,Grafton County,NCNTY33009N33009,"Grafton County, NH",NH
3300902020,714,761,949,1318,1476,33,9,02020,1955,Grafton County,NCNTY33009N33009,"Grafton County, NH",NH
3300903940,714,761,949,1318,1476,33,9,03940,893,Grafton County,NCNTY33009N33009,"Grafton County, NH",NH
3300905060,714,761,949,1318,1476,33,9,05060,314,Grafton County,NCNTY33009N33009,"Grafton County, NH",NH
3300905460,714,761,949,1318,1476,33,9,05460,2199,Grafton County,NCNTY33009N33009,"Grafton County, NH",NH
3300907540,714,761,949,1318,1476,33,9,07540,974,Grafton County,NCNTY33009N33009,"Grafton County, NH",NH
3300907700,714,761,949,1318,1476,33,9,07700,3033,Grafton County,NCNTY33009N33009,"Grafton County, NH",NH
3300908660,714,761,949,1318,1476,33,9,08660,2719,Grafton County,NCNTY33009N33009,"Grafton County, NH",NH
3300908980,714,761,949,1318,1476,33,9,08980,3319,Grafton County,NCNTY33009N33009,"Grafton County, NH",NH
3300918740,714,761,949,1318,1476,33,9,18740,353,Grafton County,NCNTY33009N33009,"Grafton County, NH",NH
3300922020,714,761,949,1318,1476,33,9,22020,256,Grafton County,NCNTY33009N33009,"Grafton County, NH",NH
3300923860,714,761,949,1318,1476,33,9,23860,87,Grafton County,NCNTY33009N33009,"Grafton County, NH",NH
3300924340,714,761,949,1318,1476,33,9,24340,4618,Grafton County,NCNTY33009N33009,"Grafton County, NH",NH
