"Appendix A.  Movers Within and Between States, the District of Columbia, and Puerto Rico:  2005 American Community Survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Universe: Population 1 year and over in households who moved within or between states, the District of Columbia, and Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current residence in --,Residence 1 year ago in --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alabama,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia ,,Florida,,Georgia,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,Puerto Rico,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,
Pennsylvania,950 ,+/- 567,934 ,+/- 480,"2,957 ","+/- 1,416",735 ,+/- 525,"11,802 ","+/- 3,771","1,670 ",+/- 823,"3,826 ","+/- 1,903","7,211 ","+/- 2,864","1,550 ",+/- 649,"14,676 ","+/- 2,768","3,998 ","+/- 1,508",240 ,+/- 214,126 ,+/- 159,"4,920 ","+/- 2,047","2,069 ","+/- 1,067",318 ,+/- 210,"1,213 ","+/- 1,088","1,188 ",+/- 725,"1,904 ",+/- 823,"1,186 ",+/- 714,"18,763 ","+/- 2,773","4,967 ","+/- 1,902","3,204 ","+/- 1,334",750 ,+/- 580,454 ,+/- 523,"2,128 ","+/- 1,857",271 ,+/- 218,951 ,+/- 762,252 ,+/- 242,653 ,+/- 528,"36,878 ","+/- 5,699",872 ,+/- 559,"37,224 ","+/- 6,753","9,718 ","+/- 4,589",404 ,+/- 479,"9,067 ","+/- 1,997",343 ,+/- 294,879 ,+/- 535,"1,164,600 ","+/- 29,654","6,488 ","+/- 2,048",442 ,+/- 384,"2,968 ","+/- 1,094",94 ,+/- 121,"1,805 ","+/- 1,148","5,343 ","+/- 1,612","1,510 ","+/- 1,906",536 ,+/- 526,"11,232 ","+/- 2,720","1,250 ",+/- 680,"4,083 ","+/- 1,685",545 ,+/- 361,218 ,+/- 245
Puerto Rico,88 ,+/- 100,0 ,+/- 280,85 ,+/- 149,0 ,+/- 280,"1,296 ",+/- 927,358 ,+/- 499,877 ,+/- 611,558 ,+/- 653,0 ,+/- 280,"7,410 ","+/- 2,641","1,284 ","+/- 1,373",76 ,+/- 123,298 ,+/- 492,860 ,+/- 667,113 ,+/- 202,0 ,+/- 280,0 ,+/- 280,0 ,+/- 280,40 ,+/- 65,0 ,+/- 280,170 ,+/- 158,"2,494 ","+/- 1,112",128 ,+/- 211,113 ,+/- 196,0 ,+/- 280,0 ,+/- 280,0 ,+/- 280,0 ,+/- 280,135 ,+/- 127,0 ,+/- 280,"3,679 ","+/- 1,614",189 ,+/- 246,"8,680 ","+/- 2,342",0 ,+/- 280,0 ,+/- 280,"1,252 ",+/- 992,0 ,+/- 280,0 ,+/- 280,"2,126 ",+/- 904,"289,264 ","+/- 12,432",35 ,+/- 59,253 ,+/- 290,0 ,+/- 280,0 ,+/- 280,"1,653 ","+/- 1,044",0 ,+/- 280,0 ,+/- 280,353 ,+/- 281,0 ,+/- 280,0 ,+/- 280,161 ,+/- 270,0 ,+/- 280
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhode Island,88 ,+/- 147,87 ,+/- 146,438 ,+/- 507,0 ,+/- 284,"1,856 ","+/- 1,056",317 ,+/- 279,"1,247 ",+/- 634,0 ,+/- 284,60 ,+/- 98,"1,038 ",+/- 629,229 ,+/- 273,303 ,+/- 517,0 ,+/- 284,201 ,+/- 339,127 ,+/- 215,0 ,+/- 284,77 ,+/- 132,0 ,+/- 284,132 ,+/- 217,860 ,+/- 723,196 ,+/- 322,"7,302 ","+/- 2,296",114 ,+/- 186,0 ,+/- 284,0 ,+/- 284,107 ,+/- 182,0 ,+/- 284,0 ,+/- 284,693 ,+/- 702,659 ,+/- 364,"1,624 ","+/- 1,037",0 ,+/- 284,"2,426 ","+/- 1,167",173 ,+/- 166,0 ,+/- 284,176 ,+/- 223,0 ,+/- 284,0 ,+/- 284,224 ,+/- 295,0 ,+/- 284,"88,817 ","+/- 8,246",607 ,+/- 526,0 ,+/- 284,304 ,+/- 369,474 ,+/- 402,40 ,+/- 65,0 ,+/- 284,"1,224 ",+/- 982,306 ,+/- 337,89 ,+/- 146,0 ,+/- 284,98 ,+/- 160
South Carolina,"2,254 ","+/- 1,256",203 ,+/- 202,"1,279 ",+/- 868,199 ,+/- 188,"3,554 ","+/- 1,387","1,025 ",+/- 550,"1,488 ",+/- 684,10 ,+/- 20,228 ,+/- 289,"13,403 ","+/- 3,652","16,001 ","+/- 4,103",138 ,+/- 232,333 ,+/- 309,"3,292 ","+/- 1,669","1,896 ","+/- 1,172",286 ,+/- 364,184 ,+/- 244,"1,981 ","+/- 1,027","3,229 ","+/- 1,993",97 ,+/- 127,"6,723 ","+/- 2,910","3,883 ","+/- 1,790","1,898 ",+/- 848,206 ,+/- 329,648 ,+/- 523,"2,190 ","+/- 1,869",0 ,+/- 286,271 ,+/- 351,795 ,+/- 786,545 ,+/- 571,"4,763 ","+/- 1,575",967 ,+/- 922,"9,171 ","+/- 2,666","23,849 ","+/- 3,777",0 ,+/- 286,"5,966 ","+/- 2,113","1,287 ",+/- 811,344 ,+/- 569,"4,467 ","+/- 1,551",209 ,+/- 360,413 ,+/- 379,"471,690 ","+/- 20,791",147 ,+/- 239,"3,825 ","+/- 1,407","4,963 ","+/- 1,956",543 ,+/- 508,"2,426 ","+/- 2,610","6,522 ","+/- 2,600","2,314 ","+/- 1,549",326 ,+/- 269,497 ,+/- 377,287 ,+/- 356
South Dakota,0 ,+/- 219,303 ,+/- 372,612 ,+/- 380,0 ,+/- 219,"1,055 ",+/- 561,"1,507 ",+/- 924,0 ,+/- 219,0 ,+/- 219,403 ,+/- 591,668 ,+/- 778,149 ,+/- 156,374 ,+/- 473,163 ,+/- 188,460 ,+/- 412,181 ,+/- 326,"3,465 ","+/- 1,381",249 ,+/- 245,245 ,+/- 393,0 ,+/- 219,0 ,+/- 219,411 ,+/- 467,137 ,+/- 201,502 ,+/- 604,"3,291 ","+/- 1,381",65 ,+/- 111,109 ,+/- 73,620 ,+/- 484,"2,018 ",+/- 930,168 ,+/- 253,0 ,+/- 219,0 ,+/- 219,69 ,+/- 128,255 ,+/- 258,125 ,+/- 109,"1,140 ",+/- 548,172 ,+/- 211,84 ,+/- 112,"1,108 ","+/- 1,204",221 ,+/- 216,0 ,+/- 219,0 ,+/- 219,0 ,+/- 219,"94,103 ","+/- 6,534",595 ,+/- 478,"1,793 ","+/- 1,179",165 ,+/- 210,0 ,+/- 219,61 ,+/- 85,918 ,"+/- 1,011",202 ,+/- 315,440 ,+/- 379,964 ,+/- 919
Tennessee,"8,546 ","+/- 2,232",595 ,+/- 553,874 ,+/- 529,"5,197 ","+/- 2,099","12,254 ","+/- 2,890","1,494 ",+/- 638,690 ,+/- 564,436 ,+/- 313,135 ,+/- 174,"18,963 ","+/- 4,417","15,621 ","+/- 3,115",447 ,+/- 452,131 ,+/- 163,"6,126 ","+/- 2,138","5,930 ","+/- 2,680","1,179 ",+/- 934,602 ,+/- 536,"9,462 ","+/- 2,272","8,143 ","+/- 3,646",304 ,+/- 339,"3,095 ","+/- 1,822","1,240 ",+/- 919,"5,602 ","+/- 2,184",488 ,+/- 567,"11,957 ","+/- 3,887","2,492 ",+/- 976,64 ,+/- 106,64 ,+/- 82,"1,061 ",+/- 609,0 ,+/- 282,"1,445 ",+/- 939,298 ,+/- 303,"4,738 ","+/- 1,733","8,051 ","+/- 2,386",0 ,+/- 282,"6,188 ","+/- 1,917","2,997 ","+/- 1,557","1,278 ",+/- 943,"4,859 ","+/- 2,299",173 ,+/- 212,293 ,+/- 302,"3,481 ","+/- 1,691",326 ,+/- 287,"771,554 ","+/- 26,501","11,770 ","+/- 3,269","1,044 ",+/- 809,258 ,+/- 298,"7,697 ","+/- 1,944","1,978 ","+/- 1,121","1,603 ",+/- 683,"2,681 ","+/- 1,597",453 ,+/- 436
Texas,"7,042 ","+/- 2,767","3,656 ","+/- 1,868","12,180 ","+/- 3,015","9,653 ","+/- 2,551","74,777 ","+/- 8,833","15,769 ","+/- 4,018","2,210 ",+/- 960,817 ,+/- 634,"1,517 ",+/- 762,"31,340 ","+/- 5,901","17,285 ","+/- 3,504","3,827 ","+/- 1,643","1,430 ",+/- 866,"15,793 ","+/- 3,305","5,539 ","+/- 1,813","4,529 ","+/- 1,850","11,366 ","+/- 3,149","4,434 ","+/- 2,046","71,950 ","+/- 8,818","1,790 ","+/- 1,240","6,807 ","+/- 2,116","4,305 ","+/- 2,020","17,181 ","+/- 6,793","4,258 ","+/- 1,597","6,721 ","+/- 2,278","10,593 ","+/- 2,544","1,121 ",+/- 858,"2,018 ",+/- 896,"3,933 ","+/- 1,703",393 ,+/- 341,"6,490 ","+/- 2,758","13,154 ","+/- 3,013","13,267 ","+/- 4,125","13,692 ","+/- 2,801",698 ,+/- 529,"11,016 ","+/- 3,254","22,611 ","+/- 3,021","5,912 ","+/- 2,364","11,514 ","+/- 3,947","1,670 ",+/- 931,"1,920 ","+/- 1,520","4,390 ","+/- 1,988",797 ,+/- 544,"6,533 ","+/- 1,906","3,488,485 ","+/- 67,968","6,393 ","+/- 2,966",482 ,+/- 494,"11,987 ","+/- 3,968","10,823 ","+/- 3,399",684 ,+/- 571,"5,054 ","+/- 1,984","1,600 ",+/- 765
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah,0 ,+/- 258,500 ,+/- 420,"6,222 ","+/- 2,057",77 ,+/- 127,"17,879 ","+/- 3,966","4,881 ","+/- 1,476",385 ,+/- 322,0 ,+/- 258,283 ,+/- 304,"3,458 ","+/- 1,392",876 ,+/- 629,285 ,+/- 201,"5,086 ","+/- 1,650","1,803 ","+/- 1,017",731 ,+/- 824,201 ,+/- 264,606 ,+/- 516,279 ,+/- 225,213 ,+/- 181,228 ,+/- 264,116 ,+/- 188,451 ,+/- 389,719 ,+/- 528,886 ,+/- 521,495 ,+/- 614,"1,040 ",+/- 772,"1,145 ",+/- 585,390 ,+/- 238,"7,429 ","+/- 2,463",684 ,+/- 816,812 ,+/- 459,"1,244 ",+/- 768,"1,099 ",+/- 612,"1,270 ","+/- 1,095",150 ,+/- 153,"1,184 ",+/- 643,210 ,+/- 339,"3,147 ","+/- 1,132",493 ,+/- 453,199 ,+/- 235,234 ,+/- 312,54 ,+/- 92,501 ,+/- 452,346 ,+/- 289,"3,349 ","+/- 1,303","382,590 ","+/- 20,166",740 ,+/- 581,788 ,+/- 436,"3,773 ","+/- 1,550",362 ,+/- 381,764 ,"+/- 1,237",746 ,+/- 526
Vermont,0 ,+/- 211,15 ,+/- 25,92 ,+/- 151,0 ,+/- 211,290 ,+/- 246,422 ,+/- 286,"1,936 ",+/- 648,0 ,+/- 211,132 ,+/- 218,"1,382 ",+/- 632,0 ,+/- 211,304 ,+/- 353,0 ,+/- 211,448 ,+/- 444,290 ,+/- 335,0 ,+/- 211,0 ,+/- 211,12 ,+/- 21,118 ,+/- 137,250 ,+/- 214,231 ,+/- 300,"2,317 ",+/- 805,222 ,+/- 317,82 ,+/- 100,0 ,+/- 211,0 ,+/- 211,121 ,+/- 193,0 ,+/- 211,0 ,+/- 211,"5,066 ","+/- 1,836",411 ,+/- 302,50 ,+/- 90,"2,440 ","+/- 1,155",309 ,+/- 232,0 ,+/- 211,107 ,+/- 135,187 ,+/- 305,25 ,+/- 43,976 ,+/- 693,0 ,+/- 211,90 ,+/- 100,266 ,+/- 238,0 ,+/- 211,0 ,+/- 211,528 ,+/- 418,0 ,+/- 211,"64,889 ","+/- 5,695",409 ,+/- 365,215 ,+/- 232,98 ,+/- 115,0 ,+/- 211,19 ,+/- 35
Virginia,"2,150 ",+/- 917,"1,911 ","+/- 1,066","2,251 ",+/- 976,387 ,+/- 286,"16,065 ","+/- 3,633","3,598 ","+/- 1,675","3,580 ","+/- 1,554",439 ,+/- 340,"6,212 ","+/- 1,608","18,517 ","+/- 3,002","9,163 ","+/- 2,608","4,374 ","+/- 1,947","1,419 ","+/- 1,008","6,297 ","+/- 2,084","1,889 ",+/- 946,"1,378 ","+/- 1,318","1,605 ","+/- 1,224","3,657 ","+/- 1,540","2,451 ","+/- 1,258","2,397 ","+/- 2,114","25,815 ","+/- 4,520","4,257 ","+/- 1,375","3,703 ","+/- 1,748","2,396 ","+/- 1,286","2,271 ","+/- 1,252","3,166 ","+/- 1,467",149 ,+/- 146,732 ,+/- 633,"1,147 ",+/- 962,"1,165 ",+/- 645,"6,788 ","+/- 1,524",763 ,+/- 530,"16,055 ","+/- 3,586","16,680 ","+/- 2,787",52 ,+/- 88,"8,248 ","+/- 2,604","2,164 ","+/- 1,371","1,613 ",+/- 926,"10,394 ","+/- 2,573",825 ,+/- 480,"1,008 ",+/- 772,"6,470 ","+/- 1,722",194 ,+/- 234,"7,476 ","+/- 2,747","11,762 ","+/- 2,363","3,737 ","+/- 2,301","1,293 ","+/- 1,176","865,315 ","+/- 23,781","4,554 ","+/- 1,739","7,597 ","+/- 2,235","1,131 ",+/- 656,193 ,+/- 292
Washington,184 ,+/- 165,"7,156 ","+/- 2,267","12,125 ","+/- 3,711",681 ,+/- 554,"47,720 ","+/- 6,097","6,464 ","+/- 2,509",952 ,+/- 523,329 ,+/- 367,432 ,+/- 377,"6,468 ","+/- 1,959","3,057 ","+/- 1,184","5,061 ","+/- 2,249","10,244 ","+/- 2,437","6,796 ","+/- 3,483",993 ,+/- 567,"3,338 ","+/- 3,795","2,045 ","+/- 1,099","1,513 ",+/- 859,"1,795 ",+/- 809,511 ,+/- 486,"1,426 ",+/- 837,"4,260 ","+/- 2,642","2,174 ","+/- 1,076","2,443 ","+/- 1,103",940 ,"+/- 1,244","1,617 ",+/- 716,"4,880 ","+/- 1,723","1,201 ",+/- 998,"3,716 ","+/- 1,633",583 ,+/- 524,"2,556 ","+/- 1,922","1,500 ",+/- 592,"3,799 ","+/- 1,280","2,776 ","+/- 1,150",366 ,+/- 262,"3,136 ","+/- 1,644","1,878 ","+/- 1,396","25,775 ","+/- 3,829","2,073 ",+/- 935,565 ,+/- 690,69 ,+/- 119,"3,348 ","+/- 2,166",288 ,+/- 319,"1,622 ","+/- 1,204","9,550 ","+/- 2,305","5,211 ","+/- 1,659",149 ,+/- 189,"3,655 ","+/- 1,247","953,030 ","+/- 27,327",398 ,+/- 452,"2,176 ","+/- 1,105",442 ,+/- 394
West Virginia,347 ,+/- 399,"1,164 ","+/- 1,367",399 ,+/- 359,56 ,+/- 99,369 ,+/- 316,187 ,+/- 216,0 ,+/- 266,263 ,+/- 271,0 ,+/- 266,"3,691 ","+/- 1,704","2,500 ","+/- 1,524",13 ,+/- 18,65 ,+/- 114,695 ,+/- 619,261 ,+/- 239,0 ,+/- 266,106 ,+/- 145,999 ,+/- 670,250 ,+/- 320,18 ,+/- 31,"4,027 ","+/- 1,480",352 ,+/- 316,969 ,+/- 538,0 ,+/- 266,413 ,+/- 461,59 ,+/- 110,188 ,+/- 259,0 ,+/- 266,62 ,+/- 102,0 ,+/- 266,727 ,+/- 526,163 ,+/- 358,637 ,+/- 654,"2,679 ","+/- 1,103",33 ,+/- 65,"9,176 ","+/- 2,798",133 ,+/- 137,172 ,+/- 187,"5,523 ","+/- 1,695",0 ,+/- 266,373 ,+/- 617,"1,114 ",+/- 747,0 ,+/- 266,"1,051 ",+/- 555,"1,345 ",+/- 698,309 ,+/- 341,0 ,+/- 266,"5,535 ","+/- 1,795",0 ,+/- 266,"159,425 ","+/- 9,930",276 ,+/- 405,57 ,+/- 99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,"2,275 ","+/- 2,656",136 ,+/- 137,"2,197 ",+/- 942,992 ,+/- 762,"6,743 ","+/- 1,753","2,799 ","+/- 1,201",522 ,+/- 554,0 ,+/- 211,116 ,+/- 136,"4,220 ","+/- 1,589",978 ,+/- 634,489 ,+/- 405,48 ,+/- 81,"24,755 ","+/- 3,589","2,878 ","+/- 1,315","1,550 ",+/- 724,725 ,+/- 647,545 ,+/- 437,"1,168 ",+/- 730,44 ,+/- 58,471 ,+/- 337,700 ,+/- 434,"5,607 ","+/- 2,092","15,188 ","+/- 2,586",541 ,+/- 333,"1,508 ",+/- 755,231 ,+/- 210,745 ,+/- 595,"2,092 ","+/- 1,763",157 ,+/- 261,438 ,+/- 267,119 ,+/- 135,"1,545 ",+/- 732,"1,509 ",+/- 717,39 ,+/- 66,"1,615 ",+/- 723,850 ,+/- 635,"1,155 ",+/- 604,"1,853 ","+/- 1,223",58 ,+/- 97,116 ,+/- 162,0 ,+/- 211,784 ,+/- 506,523 ,+/- 311,"3,388 ","+/- 1,204",266 ,+/- 216,169 ,+/- 276,"1,576 ",+/- 958,"2,390 ","+/- 1,532",242 ,+/- 278,"672,491 ","+/- 19,133",536 ,+/- 560
Wyoming,268 ,+/- 274,146 ,+/- 210,"1,229 ","+/- 1,144",178 ,+/- 295,"3,353 ","+/- 1,673","4,123 ","+/- 1,685",0 ,+/- 258,0 ,+/- 258,0 ,+/- 258,555 ,+/- 584,0 ,+/- 258,171 ,+/- 296,"1,153 ",+/- 833,225 ,+/- 279,91 ,+/- 119,541 ,+/- 384,299 ,+/- 259,37 ,+/- 64,256 ,+/- 315,0 ,+/- 258,144 ,+/- 224,114 ,+/- 146,207 ,+/- 245,219 ,+/- 250,58 ,+/- 108,443 ,+/- 546,"1,890 ","+/- 1,006",808 ,+/- 497,"1,207 ",+/- 917,0 ,+/- 258,267 ,+/- 296,404 ,+/- 453,71 ,+/- 120,51 ,+/- 65,94 ,+/- 153,142 ,+/- 174,"1,398 ","+/- 1,394","1,141 ",+/- 607,91 ,+/- 105,0 ,+/- 258,0 ,+/- 258,0 ,+/- 258,"1,200 ",+/- 831,37 ,+/- 69,863 ,+/- 493,"1,530 ","+/- 1,121",0 ,+/- 258,445 ,+/- 514,781 ,+/- 561,49 ,+/- 83,35 ,+/- 66,"61,851 ","+/- 6,023"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOE - Margin of error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Source: U.S. Census Bureau, 2005 ACS, unpublished data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
